#{"t_start": 1693590794.355333, "env_id": null}
r,l,t
47.240506,79,2.774515
55.759494,79,2.824431
54.265823,79,2.879313
53.481013,79,2.938155
56.075949,79,2.998032
52.202532,79,3.057926
47.227848,79,3.117737
50.683544,79,3.537184
57.35443,79,3.59275
56.063291,79,3.648566
51.468354,79,3.705481
47.481013,79,3.763367
52.037975,79,3.819177
54.518987,79,3.876025
52.481013,79,4.264859
51.455696,79,4.323728
54.658228,79,4.381584
46.683544,79,4.439235
49.620253,79,4.495086
50.21519,79,4.549939
53.177215,79,4.609781
51.708861,79,4.98378
52.177215,79,5.045671
53.481013,79,5.104514
51.468354,79,5.168349
49.620253,79,5.228183
49.202532,79,5.288023
55.658228,79,5.348888
53.227848,79,5.408728
54.556962,79,5.78354
53.810127,79,5.841384
53.392405,79,5.902272
55.050633,79,5.965108
54.962025,79,6.02794
54.189873,79,6.089774
52.632911,79,6.145663
51.075949,79,6.526381
50.405063,79,6.586222
51.329114,79,6.6461
53.632911,79,6.698948
55.936709,79,6.759757
56.177215,79,6.819597
50.721519,79,6.87844
51.050633,79,7.258424
53.35443,79,7.320259
56.620253,79,7.379102
50.177215,79,7.438686
53.316456,79,7.4976
50.924051,79,7.556416
51.291139,79,7.620245
53.392405,79,7.681094
56.556962,79,8.064085
52.468354,79,8.122938
51.962025,79,8.177754
55.772152,79,8.268512
49.468354,79,8.32536
51.531646,79,8.38121
55.177215,79,8.437976
53.848101,79,8.822021
50.43038,79,8.875876
54.012658,79,8.935591
53.455696,79,9.006171
52.911392,79,9.067008
58.518987,79,9.125854
52.075949,79,9.182699
51.493671,79,9.556669
50.56962,79,9.61748
49.291139,79,9.678316
55.316456,79,9.738156
56.873418,79,9.797053
52.759494,79,9.856899
50.012658,79,9.915921
52.202532,79,10.319892
55.43038,79,10.377737
52.240506,79,10.4362
56.405063,79,10.494045
51.012658,79,10.552888
50.835443,79,10.610765
52.025316,79,10.670665
53.544304,79,10.724521
54.911392,79,11.097524
56.987342,79,11.155395
53.64557,79,11.215282
53.974684,79,11.282118
56.189873,79,11.341961
51.721519,79,11.398866
49.139241,79,11.458361
54.265823,79,11.836313
52.240506,79,11.896154
50.101266,79,11.956001
52.025316,79,12.017837
48.050633,79,12.075682
52.405063,79,12.133668
53.050633,79,12.192511
52.037975,79,12.567386
51.139241,79,12.624207
51.518987,79,12.685045
51.21519,79,12.743887
55.721519,79,12.80273
47.113924,79,12.855589
50.835443,79,12.915448
49.506329,79,12.976305
53.556962,79,13.3553
47.151899,79,13.417134
49.848101,79,13.484071
57.075949,79,13.542931
53.696203,79,13.597792
49.43038,79,13.654603
51.772152,79,13.712449
48.063291,79,14.092816
53.468354,79,14.152695
49.835443,79,14.210565
55.189873,79,14.301365
58.012658,79,14.359187
53.696203,79,14.419043
53.708861,79,14.478716
56.56962,79,14.847774
52.632911,79,14.906673
54.987342,79,14.964556
55.126582,79,15.02037
54.848101,79,15.079251
61.316456,79,15.137096
51.64557,79,15.197934
56.189873,79,15.571857
58.797468,79,15.6307
51.075949,79,15.688545
51.405063,79,15.749382
55.278481,79,15.809222
49.949367,79,15.86607
52.063291,79,15.926907
55.151899,79,15.986748
50.493671,79,16.386405
55.303797,79,16.443933
48.708861,79,16.505766
50.139241,79,16.56461
53.455696,79,16.622455
51.531646,79,16.683302
54.227848,79,16.742183
50.518987,79,17.118166
51.329114,79,17.171995
49.772152,79,17.231835
55.481013,79,17.290678
52.772152,79,17.351515
52.341772,79,17.409361
51.64557,79,17.46882
51.772152,79,17.84883
50.696203,79,17.908644
55.518987,79,17.968551
52.253165,79,18.028369
51.506329,79,18.087257
54.544304,79,18.148157
57.164557,79,18.206995
49.506329,79,18.287779
57.924051,79,18.662451
51.113924,79,18.721263
53.379747,79,18.7821
55.822785,79,18.84194
57.265823,79,18.900783
52.341772,79,18.96065
52.202532,79,19.015476
49.594937,79,19.388511
57.974684,79,19.449097
52.443038,79,19.508931
50.860759,79,19.567774
49.721519,79,19.625679
55.734177,79,19.683522
55.835443,79,19.742365
52.848101,79,20.124352
53.936709,79,20.183242
48.721519,79,20.244078
54.658228,79,20.303918
59.050633,79,20.362761
55.113924,79,20.422601
51.075949,79,20.48226
54.936709,79,20.860276
54.683544,79,20.920089
52.329114,79,20.979939
54.974684,79,21.04277
50.544304,79,21.103622
51.64557,79,21.15648
52.556962,79,21.217326
49.126582,79,21.278163
53.911392,79,21.653804
51.392405,79,21.712606
48.164557,79,21.77146
50.582278,79,21.829294
52.746835,79,21.891129
51.088608,79,21.949016
50.873418,79,22.005864
46.43038,79,22.402802
53.544304,79,22.462405
53.721519,79,22.520352
52.924051,79,22.586176
53.860759,79,22.644021
53.405063,79,22.704859
50.974684,79,22.764699
46.265823,79,23.138699
51.632911,79,23.199536
56.708861,79,23.256458
50.683544,79,23.31235
53.974684,79,23.378628
51.316456,79,23.437125
45.772152,79,23.495993
50.088608,79,23.562885
45.481013,79,23.947925
50.341772,79,24.007726
50.443038,79,24.06859
53.518987,79,24.127603
50.683544,79,24.18542
55.506329,79,24.24527
51.21519,79,24.322055
56.126582,79,24.701756
53.379747,79,24.760599
51.987342,79,24.821436
52.607595,79,24.882274
50.481013,79,24.941162
49.620253,79,24.999008
55.658228,79,25.058887
54.164557,79,25.451847
52.64557,79,25.509665
51.341772,79,25.569529
55.481013,79,25.62838
47.379747,79,25.68719
49.658228,79,25.746033
51.746835,79,25.804875
51.886076,79,25.871742
57.0,79,26.260731
49.063291,79,26.338526
53.936709,79,26.400348
54.721519,79,26.458887
52.240506,79,26.516733
55.949367,79,26.576604
50.468354,79,26.63646
47.113924,79,27.011455
57.493671,79,27.072331
55.316456,79,27.13114
52.721519,79,27.189979
57.189873,79,27.248821
52.911392,79,27.307663
50.481013,79,27.361519
50.746835,79,27.737315
54.683544,79,27.797155
53.405063,79,27.856036
54.518987,79,27.914866
48.582278,79,27.975677
47.924051,79,28.035538
55.696203,79,28.094381
51.341772,79,28.480282
51.886076,79,28.540125
52.481013,79,28.598965
54.139241,79,28.657807
49.746835,79,28.718645
51.341772,79,28.777487
50.075949,79,28.83637
53.075949,79,28.897193
51.455696,79,29.385861
52.392405,79,29.446656
50.594937,79,29.505499
46.253165,79,29.564342
52.012658,79,29.619195
50.468354,79,29.678063
54.594937,79,29.73688
55.64557,79,30.118886
52.949367,79,30.178699
53.240506,79,30.238539
52.848101,79,30.334283
52.278481,79,30.394159
52.329114,79,30.45356
53.265823,79,30.512444
51.620253,79,30.890532
49.696203,79,30.948408
55.012658,79,31.007255
49.506329,79,31.067095
53.164557,79,31.126984
51.481013,79,31.184803
54.088608,79,31.242685
57.43038,79,31.302575
49.64557,79,31.678373
49.898734,79,31.736238
55.037975,79,31.790056
57.392405,79,31.855714
53.822785,79,31.916539
49.56962,79,31.975427
47.240506,79,32.035267
53.620253,79,32.429908
51.493671,79,32.488719
52.734177,79,32.548596
55.860759,79,32.607402
53.455696,79,32.665255
55.151899,79,32.725116
51.759494,79,32.784047
52.594937,79,33.160015
54.987342,79,33.219853
50.481013,79,33.282706
54.075949,79,33.345517
52.177215,79,33.40442
48.974684,79,33.462947
51.544304,79,33.521789
53.126582,79,33.917902
52.316456,79,33.972835
53.21519,79,34.032695
51.797468,79,34.093598
52.518987,79,34.153434
54.556962,79,34.212302
54.911392,79,34.270122
49.481013,79,34.345978
54.227848,79,34.732879
51.987342,79,34.797055
50.113924,79,34.861553
54.886076,79,34.925423
50.367089,79,34.986276
56.848101,79,35.050095
53.64557,79,35.113914
54.848101,79,35.506849
56.341772,79,35.569622
50.556962,79,35.629486
51.987342,79,35.689301
51.658228,79,35.749168
52.506329,79,35.809979
50.43038,79,35.864858
53.556962,79,36.253819
52.746835,79,36.31463
54.949367,79,36.410374
54.088608,79,36.472857
51.468354,79,36.535728
53.164557,79,36.595567
53.050633,79,36.656404
48.316456,79,36.719262
53.531646,79,37.10523
52.113924,79,37.162052
54.075949,79,37.224896
53.708861,79,37.287792
54.721519,79,37.351633
56.025316,79,37.414454
50.012658,79,37.47399
55.759494,79,37.868959
53.316456,79,37.94177
54.443038,79,38.001598
60.455696,79,38.061563
55.0,79,38.117389
54.835443,79,38.176258
54.620253,79,38.237069
53.291139,79,38.639652
51.708861,79,38.698495
49.594937,79,38.760329
49.050633,79,38.82017
47.962025,79,38.880047
56.962025,79,38.938853
55.126582,79,38.997708
52.493671,79,39.379674
56.556962,79,39.440106
49.759494,79,39.499928
55.443038,79,39.561763
49.949367,79,39.621639
50.860759,79,39.690419
54.924051,79,39.768241
53.949367,79,39.82911
55.088608,79,40.210113
49.088608,79,40.269962
54.898734,79,40.323818
52.810127,79,40.4354
53.329114,79,40.501263
50.78481,79,40.566052
53.455696,79,40.634898
53.632911,79,41.011861
56.278481,79,41.070743
50.493671,79,41.130543
48.721519,79,41.189386
49.810127,79,41.248255
55.367089,79,41.308069
54.025316,79,41.368906
53.481013,79,41.744592
58.949367,79,41.802437
54.35443,79,41.862278
50.772152,79,41.921119
56.949367,79,41.980968
48.949367,79,42.039802
50.139241,79,42.098645
55.151899,79,42.157488
52.253165,79,42.534149
51.759494,79,42.592992
53.303797,79,42.651876
51.746835,79,42.711853
51.35443,79,42.768725
49.341772,79,42.829559
50.797468,79,42.890495
52.759494,79,43.264465
50.734177,79,43.32431
50.924051,79,43.385143
51.329114,79,43.445695
52.21519,79,43.503541
51.848101,79,43.562413
51.443038,79,43.62226
52.696203,79,44.019173
53.518987,79,44.075054
53.620253,79,44.133866
55.810127,79,44.193706
48.341772,79,44.252584
52.632911,79,44.314473
54.506329,79,44.40124
51.265823,79,44.455793
50.240506,79,44.830816
51.303797,79,44.889695
50.835443,79,44.948501
52.126582,79,45.008373
51.329114,79,45.07021
50.367089,79,45.128066
