#{"t_start": 1693811480.3451917, "env_id": null}
r,l,t
385.5,522,1.949976
392.5,523,2.892673
402.0,517,3.794481
391.5,518,4.324195
383.0,522,5.240849
388.0,522,6.283132
391.5,523,7.203675
397.5,519,7.721333
388.5,520,8.627
412.0,523,9.551821
388.0,518,10.071517
392.5,522,10.990252
397.5,522,11.907902
398.5,521,12.836548
405.5,520,13.362245
400.0,518,14.285178
392.0,522,15.199931
388.0,520,15.717731
396.5,522,16.647462
385.5,523,17.593102
386.0,519,18.515799
388.5,518,19.044486
386.5,521,19.960177
385.0,522,20.89706
385.5,524,21.426826
387.0,512,22.327686
389.5,522,23.267257
395.0,523,24.190035
384.0,520,24.717746
400.0,521,25.641481
392.5,523,26.554162
402.0,519,27.116771
407.0,522,28.041323
417.5,520,29.06968
386.5,522,29.992395
403.5,519,30.516097
398.5,518,31.431828
405.5,524,32.372495
392.5,519,32.899326
400.5,520,33.808082
397.0,519,34.72383
407.5,516,35.646352
395.5,517,36.180166
409.0,520,37.108788
402.5,518,38.060391
410.5,518,38.579102
404.5,521,39.504914
402.5,518,40.42548
391.0,521,41.362133
406.0,516,41.884881
405.5,517,42.805506
391.0,518,43.735199
406.5,521,44.261081
408.5,519,45.183916
404.5,519,46.098561
399.5,517,46.620377
379.5,497,47.525005
408.0,520,48.566401
397.5,518,49.494027
410.0,519,50.023805
400.5,520,50.944638
409.5,518,51.853327
399.0,518,52.382156
401.5,518,53.312869
405.5,518,54.226667
407.5,518,55.156415
400.0,516,55.663144
401.0,516,56.572816
399.5,518,57.496693
411.5,521,57.997398
407.0,520,58.887021
401.5,519,59.820705
412.5,520,60.733454
406.0,517,61.252289
414.0,520,62.184941
405.5,521,63.10956
407.5,520,63.603304
416.5,522,64.525034
409.5,519,65.445723
408.5,520,66.364304
407.0,519,66.887039
409.5,521,67.806846
398.5,520,68.724424
408.0,519,69.246312
396.5,516,70.171028
405.0,521,71.188508
404.5,519,72.113141
401.5,520,72.642888
397.0,520,73.556722
397.5,520,74.474597
395.5,520,75.019232
402.0,520,75.939974
410.0,520,76.862601
402.0,518,77.790366
405.0,519,78.324991
415.5,520,79.251714
406.5,518,80.182359
411.0,519,80.7082
