#{"t_start": 1693740906.4752138, "env_id": null}
r,l,t
44.38726,50,0.701878
44.570501,50,0.742807
44.789051,50,0.781723
45.691628,50,0.820633
44.512145,50,0.860526
45.331725,50,0.899422
44.184506,50,0.962254
44.558117,50,1.002184
44.974207,50,1.042077
44.350837,50,1.083967
44.551609,50,1.124856
44.493463,50,1.16475
44.624877,50,1.204779
45.346926,50,1.256683
45.325631,50,1.297562
44.399093,50,1.337471
44.481144,50,1.376419
44.652295,50,1.415341
43.914236,50,1.456205
44.412277,50,1.50511
44.580421,50,1.547028
44.683221,50,1.585949
44.985978,50,1.624848
45.382379,50,1.668709
44.2666,50,1.710693
43.813528,50,1.751547
45.783326,50,1.800417
44.50931,50,1.841469
44.964428,50,1.882334
44.388314,50,1.922227
45.735301,50,1.962259
44.664027,50,2.001214
44.642445,50,2.044099
44.556066,50,2.096959
44.002988,50,2.138846
45.020272,50,2.17874
44.207738,50,2.218659
44.281404,50,2.259565
44.199237,50,2.319364
44.789951,50,2.367236
44.43658,50,2.41012
44.139635,50,2.450014
44.258617,50,2.48891
43.10308,50,2.527825
43.514581,50,2.56672
42.67898,50,2.605684
43.830439,50,2.65554
44.496337,50,2.69643
44.482764,50,2.736362
43.593039,50,2.776267
44.780911,50,2.815163
44.616864,50,2.854113
44.509692,50,2.89103
44.45239,50,2.93996
43.978989,50,2.980882
44.241668,50,3.020775
44.170244,50,3.060637
43.089353,50,3.101581
44.290393,50,3.142473
43.957453,50,3.191342
42.905136,50,3.232232
42.083148,50,3.271129
43.420376,50,3.31106
42.936762,50,3.351955
44.296717,50,3.393839
43.738483,50,3.431759
44.158678,50,3.481625
44.342261,50,3.522456
43.379488,50,3.56235
44.186708,50,3.602243
44.075124,50,3.644131
44.965678,50,3.684092
43.219948,50,3.724977
44.74283,50,3.775841
44.043986,50,3.815734
44.031494,50,3.85463
44.003559,50,3.892561
44.506606,50,3.931534
43.789183,50,3.971428
45.120312,50,4.020298
45.073258,50,4.062279
44.318599,50,4.102202
44.336003,50,4.143093
45.892451,50,4.180996
43.992624,50,4.220943
45.106893,50,4.260809
43.506263,50,4.328628
44.513826,50,4.370582
44.953866,50,4.410472
44.397452,50,4.450397
44.974834,50,4.488308
45.692536,50,4.527063
44.162204,50,4.574935
45.222985,50,4.616823
45.507274,50,4.658711
43.831784,50,4.700599
45.283866,50,4.739495
45.60901,50,4.778435
44.050969,50,4.81535
44.67656,50,4.86226
45.155735,50,4.902153
45.64947,50,4.940052
45.798538,50,4.979002
46.580918,50,5.017898
45.617957,50,5.055828
46.067806,50,5.09569
44.128893,50,5.145587
45.476499,50,5.186447
44.443036,50,5.226341
43.755108,50,5.267288
45.286828,50,5.307182
45.333233,50,5.350034
43.884345,50,5.400913
44.101435,50,5.442787
45.053688,50,5.481783
44.596833,50,5.523331
44.245638,50,5.563253
45.480584,50,5.603147
46.16735,50,5.643097
44.465656,50,5.692963
45.264038,50,5.732857
44.336682,50,5.773747
45.228821,50,5.813684
44.836264,50,5.854551
44.307618,50,5.895442
44.510358,50,5.935335
44.804481,50,5.985201
44.934972,50,6.024129
44.015645,50,6.064023
45.010789,50,6.101952
43.489349,50,6.142823
44.595195,50,6.182706
44.679163,50,6.232611
44.614031,50,6.270471
45.346317,50,6.341401
44.328465,50,6.381331
43.509796,50,6.421256
44.896319,50,6.461173
44.795876,50,6.502168
44.733237,50,6.553002
45.116023,50,6.591898
45.271277,50,6.630794
44.365143,50,6.670687
44.923077,50,6.708586
44.944507,50,6.747559
43.663535,50,6.786455
44.87345,50,6.837341
44.948835,50,6.875237
43.454521,50,6.914133
44.228993,50,6.952084
44.62337,50,6.991043
44.150505,50,7.028911
44.103356,50,7.076783
43.768501,50,7.117736
43.207279,50,7.156678
43.626296,50,7.196525
43.493178,50,7.23743
45.2351,50,7.278382
44.158965,50,7.318329
43.435049,50,7.369208
44.662011,50,7.411065
43.70603,50,7.449509
43.43877,50,7.489463
44.745497,50,7.528377
44.873193,50,7.56626
44.296283,50,7.605164
43.003743,50,7.65503
43.597228,50,7.693974
44.149624,50,7.733866
43.344053,50,7.772763
44.683162,50,7.812656
44.160151,50,7.850554
44.690255,50,7.899424
44.270802,50,7.940315
43.848958,50,7.98226
45.024992,50,8.023205
45.434794,50,8.06609
44.897502,50,8.105021
44.726146,50,8.145907
44.26887,50,8.195754
44.709092,50,8.232645
44.930605,50,8.271541
44.520779,50,8.31645
43.683414,50,8.35643
44.488984,50,8.393437
44.494405,50,8.441278
43.366797,50,8.483166
44.782725,50,8.521938
44.772615,50,8.562856
43.977745,50,8.602781
43.69069,50,8.641645
44.569088,50,8.679576
45.21298,50,8.729465
45.231681,50,8.76937
44.985857,50,8.816233
44.981845,50,8.859118
45.088338,50,8.895023
45.422379,50,8.929929
43.116789,50,8.963867
44.824579,50,9.009716
45.152718,50,9.047615
45.830468,50,9.084549
45.598359,50,9.122415
44.487174,50,9.160359
44.983356,50,9.199256
43.406348,50,9.246177
44.760506,50,9.288141
44.276622,50,9.328004
45.041854,50,9.36807
44.139631,50,9.404972
44.194984,50,9.444892
43.843155,50,9.487896
43.520227,50,9.537762
45.310411,50,9.576708
44.99137,50,9.618611
44.343262,50,9.656511
44.321929,50,9.696435
44.290728,50,9.735376
44.524735,50,9.774271
44.322421,50,9.824135
44.366687,50,9.864997
44.288206,50,9.904891
44.573962,50,9.943787
44.404912,50,9.98271
45.25851,50,10.022682
44.51465,50,10.069568
43.78364,50,10.110418
44.899085,50,10.149344
44.728036,50,10.189207
46.344309,50,10.228174
42.971523,50,10.265046
44.200752,50,10.31407
45.14427,50,10.382782
45.235882,50,10.421677
44.262154,50,10.460573
44.848289,50,10.500488
44.072099,50,10.540365
44.236986,50,10.580257
45.831734,50,10.621149
43.942634,50,10.673011
43.839993,50,10.714898
44.009212,50,10.753826
43.841311,50,10.791716
43.907055,50,10.829699
44.222289,50,10.866561
44.412329,50,10.914455
42.926561,50,10.955324
44.038594,50,10.995279
44.506661,50,11.034204
44.926817,50,11.074069
43.702232,50,11.112964
44.737314,50,11.155849
44.831786,50,11.206741
44.365561,50,11.247633
44.641545,50,11.287584
43.635396,50,11.326502
43.655429,50,11.366473
43.726665,50,11.40746
43.511976,50,11.457365
44.292775,50,11.499214
43.852155,50,11.542014
45.631432,50,11.582012
43.362169,50,11.620877
43.049887,50,11.660826
43.387726,50,11.70072
44.763904,50,11.748627
43.864693,50,11.789518
44.398008,50,11.828414
