#{"t_start": 1694683298.6647499, "env_id": null}
r,l,t
4.5,11,2.005345
5.0,11,2.835802
5.0,11,2.843779
5.0,11,2.946542
5.0,11,2.955498
5.0,11,3.059204
5.0,11,3.067204
5.0,11,3.168945
5.0,11,3.176888
5.0,11,3.279651
5.0,11,3.290625
5.0,11,3.391365
5.0,11,3.400373
5.0,11,3.500068
5.0,11,3.51007
5.0,11,3.615698
5.0,11,3.626573
5.0,11,3.727525
5.0,11,3.743521
5.0,11,3.844759
5.0,11,3.861675
5.0,11,3.965917
5.0,11,4.065672
5.0,11,4.082606
5.0,11,4.181341
5.0,11,4.196301
5.0,11,4.298509
5.0,11,4.314467
5.0,11,4.415203
5.0,11,4.430163
5.0,11,4.537876
5.0,11,4.54769
5.0,11,4.656391
5.0,11,4.663372
5.0,11,4.770086
5.0,11,4.778104
5.0,11,4.884819
5.0,11,4.893756
5.0,11,5.001031
5.0,11,5.008013
5.0,11,5.115769
5.0,11,5.130709
5.0,11,5.231436
5.0,11,5.340144
5.0,11,5.348159
5.0,11,5.453398
5.0,11,5.462404
5.0,11,5.570648
5.0,11,5.577605
5.0,11,5.689341
5.0,11,5.704266
5.0,11,5.804017
5.0,11,5.818959
5.0,11,5.921714
5.0,11,5.938639
5.0,11,6.044356
5.0,11,6.059316
5.0,11,6.161082
5.0,11,6.176041
5.0,11,6.276736
5.0,11,6.29369
5.0,11,6.399408
5.0,11,6.407387
5.0,11,6.518678
5.0,11,6.620129
5.0,11,6.635108
5.0,11,6.735988
5.0,11,6.751813
5.0,11,6.850389
5.0,11,6.865309
5.0,11,6.975016
5.0,11,6.982997
5.0,11,7.089691
5.0,11,7.09862
5.0,11,7.204251
5.0,11,7.212224
5.0,11,7.320899
5.0,11,7.32788
5.0,11,7.436618
5.0,11,7.444609
5.0,11,7.553002
5.0,11,7.567003
5.0,11,7.667696
5.0,11,7.683652
5.0,11,7.784425
5.0,11,7.892096
5.0,11,7.900082
5.0,11,8.008787
5.0,11,8.015811
5.0,11,8.124474
5.0,11,8.140433
5.0,11,8.239705
5.0,11,8.254673
5.0,11,8.359393
5.0,11,8.373414
5.0,11,8.474172
5.0,11,8.490139
5.0,11,8.590974
5.0,11,8.605934
5.0,11,8.705692
5.0,11,8.721626
5.0,11,8.828381
5.0,11,8.836319
5.0,11,8.942957
5.0,11,8.952329
5.0,11,9.059551
5.0,11,9.160281
5.0,11,9.175298
5.0,11,9.273036
5.0,11,9.289991
5.0,11,9.397703
5.0,11,9.406679
5.0,11,9.513394
5.0,11,9.521373
5.0,11,9.631119
5.0,11,9.639097
5.0,11,9.7508
5.0,11,9.757781
5.0,11,9.867488
5.0,11,9.876479
5.0,11,9.984217
5.0,11,10.00016
5.0,11,10.102859
5.0,11,10.11686
5.0,11,10.215557
5.0,11,10.231515
5.0,11,10.33424
5.0,11,10.440985
5.0,11,10.448965
5.0,11,10.557473
5.0,11,10.574429
5.0,11,10.674162
5.0,11,10.689122
5.0,11,10.791847
5.0,11,10.805853
5.0,11,10.906541
5.0,11,10.921522
5.0,11,11.020256
5.0,11,11.036213
5.0,11,11.135983
5.0,11,11.150906
5.0,11,11.25766
5.0,11,11.264643
5.0,11,11.373323
5.0,11,11.382287
5.0,11,11.491399
5.0,11,11.498379
5.0,11,11.60677
5.0,11,11.70654
5.0,11,11.722462
5.0,11,11.834397
5.0,11,11.844331
5.0,11,11.953588
5.0,11,11.960529
5.0,11,12.068271
5.0,11,12.076234
5.0,11,12.183932
5.0,11,12.192908
5.0,11,12.309596
5.0,11,12.318573
5.0,11,12.425286
5.0,11,12.442259
5.0,11,12.542038
5.0,11,12.556
5.0,11,12.656731
5.0,11,12.671691
5.0,11,12.769434
5.0,11,12.783392
5.0,11,12.884128
5.0,11,12.990842
5.0,11,13.006799
5.0,11,13.108527
5.0,11,13.123487
5.0,11,13.221233
5.0,11,13.236231
5.0,11,13.336278
5.0,11,13.351207
5.0,11,13.451495
5.0,11,13.466466
5.0,11,13.567361
5.0,11,13.584344
5.0,11,13.691031
5.0,11,13.698013
5.0,11,13.805724
5.0,11,13.814701
5.0,11,13.924407
5.0,11,13.931389
5.0,11,14.037107
5.0,11,14.044088
5.0,11,14.152796
5.0,11,14.259511
5.0,11,14.26749
5.0,11,14.377181
5.0,11,14.385159
5.0,11,14.493869
5.0,11,14.500851
5.0,11,14.609514
5.0,11,14.617456
5.0,11,14.724205
5.0,11,14.73221
5.0,11,14.839896
5.0,11,14.855879
5.0,11,14.962644
5.0,11,14.977567
5.0,11,15.077337
5.0,11,15.092269
5.0,11,15.195995
5.0,11,15.209946
5.0,11,15.309687
5.0,11,15.325674
5.0,11,15.437338
5.0,11,15.540807
5.0,11,15.554733
5.0,11,15.653469
5.0,11,15.668439
5.0,11,15.766169
5.0,11,15.781127
5.0,11,15.884851
5.0,11,15.899811
5.0,11,15.999545
5.0,11,16.015511
5.0,11,16.133823
5.0,11,16.139807
5.0,11,16.246604
5.0,11,16.253564
5.0,11,16.360262
5.0,11,16.369265
5.0,11,16.477974
5.0,11,16.485952
5.0,11,16.5961
5.0,11,16.612321
5.0,11,16.712349
5.0,11,16.820644
5.0,11,16.827587
5.0,11,16.938575
5.0,11,16.946553
5.0,11,17.052782
5.0,11,17.059803
5.0,11,17.167485
5.0,11,17.175454
5.0,11,17.283204
5.0,11,17.297128
5.0,11,17.39989
5.0,11,17.414822
5.0,11,17.515583
5.0,11,17.532514
5.0,11,17.630952
5.0,11,17.64595
5.0,11,17.74764
5.0,11,17.763629
5.0,11,17.871348
5.0,11,17.879288
5.0,11,17.989992
5.0,11,18.089764
5.0,11,18.107729
5.0,11,18.207234
5.0,11,18.223205
5.0,11,18.323936
5.0,11,18.33993
5.0,11,18.440601
5.0,11,18.456547
5.0,11,18.56804
5.0,11,18.574982
5.0,11,18.685688
5.0,11,18.692704
5.0,11,18.800421
5.0,11,18.807361
5.0,11,18.915073
5.0,11,18.92405
5.0,11,19.030764
4.5,11,19.04576
5.0,11,19.148449
4.5,11,19.163448
5.0,11,19.263142
5.0,11,19.372849
4.5,11,19.379867
5.0,11,19.490534
5.0,11,19.497516
5.0,11,19.608695
5.0,11,19.615688
5.0,11,19.724097
5.0,11,19.741052
5.0,11,19.839789
5.0,11,19.854787
5.0,11,19.956443
4.5,11,19.972373
4.5,11,20.071164
5.0,11,20.086069
5.0,11,20.188794
5.0,11,20.203754
5.0,11,20.311466
5.0,11,20.318461
5.0,11,20.428153
5.0,11,20.436133
5.0,11,20.543744
4.5,11,20.645464
5.0,11,20.661421
5.0,11,20.761199
5.0,11,20.776127
5.0,11,20.875848
4.5,11,20.891842
5.0,11,20.999111
5.0,11,21.00709
5.0,11,21.116874
5.0,11,21.123819
5.0,11,21.231531
5.0,11,21.238513
5.0,11,21.347207
4.5,11,21.356149
5.0,11,21.465147
5.0,11,21.481073
5.0,11,21.583127
5.0,11,21.598088
5.0,11,21.698818
5.0,11,21.714803
5.0,11,21.814018
5.0,11,21.921731
5.0,11,21.930707
5.0,11,22.041412
5.0,11,22.048398
4.5,11,22.155147
5.0,11,22.172062
5.0,11,22.272832
5.0,11,22.287753
5.0,11,22.400452
5.0,11,22.415411
5.0,11,22.516168
5.0,11,22.531102
5.0,11,22.63159
5.0,11,22.646104
5.0,11,22.753848
5.0,11,22.761827
5.0,11,22.86941
5.0,11,22.878342
5.0,11,22.986092
5.0,11,22.994032
5.0,11,23.102742
5.0,11,23.203236
5.0,11,23.219147
5.0,11,23.321911
5.5,11,23.336832
5.5,11,23.446538
5.0,11,23.45356
5.0,11,23.561412
5.0,11,23.570396
5.5,11,23.6771
5.5,11,23.686075
5.0,11,23.792796
5.5,11,23.799803
5.0,11,23.906528
5.5,11,23.922485
5.5,11,24.023199
5.5,11,24.038171
5.0,11,24.142854
5.0,11,24.157815
5.5,11,24.257057
5.5,11,24.274013
5.5,11,24.375791
5.5,11,24.483506
5.5,11,24.492443
5.5,11,24.603899
5.5,11,24.618859
5.5,11,24.718642
5.5,11,24.734644
5.5,11,24.83544
5.5,11,24.8504
5.5,11,24.950172
5.5,11,24.96613
5.5,11,25.066858
5.5,11,25.082779
5.5,11,25.189493
5.5,11,25.197506
5.5,11,25.305227
5.5,11,25.313179
5.5,11,25.420913
5.5,11,25.42987
5.5,11,25.53669
5.5,11,25.544666
5.5,11,25.653375
5.5,11,25.754122
5.5,11,25.769068
5.5,11,25.877775
5.5,11,25.884757
5.5,11,25.992509
5.5,11,25.99949
5.5,11,26.112196
5.5,11,26.121165
5.5,11,26.237854
5.5,11,26.245878
5.5,11,26.352573
