#{"t_start": 1694684885.0964725, "env_id": null}
r,l,t
4.5,10,2.029844
4.5,10,2.036825
4.5,10,2.939625
4.5,10,2.945637
4.5,10,3.127913
4.5,10,3.133897
4.5,10,3.317406
4.5,10,3.325411
4.5,10,3.505374
4.5,10,3.513351
4.5,10,3.701315
4.0,10,3.708299
4.0,10,3.891434
4.0,10,3.897418
4.5,10,4.07784
4.0,10,4.085829
4.5,10,4.267107
4.5,10,4.276051
4.5,10,4.456609
4.5,10,4.463625
4.5,10,4.477587
4.5,10,4.6581
4.5,10,4.67203
4.5,10,4.862521
4.5,10,4.876483
4.5,10,5.052048
4.5,10,5.065977
4.5,10,5.245397
4.5,10,5.259466
4.5,10,5.436575
5.0,10,5.451535
4.5,10,5.632127
4.5,10,5.647083
4.5,10,5.831565
4.5,10,5.847517
4.5,10,6.025778
4.5,10,6.041696
4.5,10,6.223513
4.5,10,6.237476
4.5,10,6.417033
4.5,10,6.430995
4.5,10,6.437961
4.5,10,6.623444
4.5,10,6.633418
4.5,10,6.81593
4.5,10,6.823908
4.5,10,7.007518
4.5,10,7.014482
4.5,10,7.201675
4.5,10,7.207659
4.5,10,7.394161
4.5,10,7.401142
4.5,10,7.586498
4.5,10,7.593479
4.5,10,7.781976
4.5,10,7.788958
4.5,10,7.974461
4.5,10,7.980446
4.5,10,8.167066
4.5,10,8.173088
4.5,10,8.357567
4.5,10,8.365536
4.5,10,8.379498
4.5,10,8.55564
4.5,10,8.569573
4.5,10,8.749221
4.5,10,8.763524
4.5,10,8.942047
4.5,10,8.957007
4.5,10,9.135126
4.5,10,9.151083
4.5,10,9.328048
4.5,10,9.342981
4.5,10,9.518502
4.5,10,9.533462
4.5,10,9.70999
4.5,10,9.723952
4.5,10,9.903476
4.5,10,9.916438
4.5,10,10.098541
5.0,10,10.111982
4.5,10,10.289552
4.5,10,10.304511
5.0,10,10.310454
4.5,10,10.496033
5.0,10,10.503031
4.5,10,10.68904
5.0,10,10.695024
5.0,10,10.887509
5.0,10,10.89449
5.0,10,11.079034
5.0,10,11.084981
5.0,10,11.27248
5.0,10,11.278464
5.0,10,11.464965
5.0,11,11.47996
5.0,10,11.68049
5.0,10,11.694475
5.0,10,11.870979
5.0,10,11.885939
5.0,10,12.062467
5.0,10,12.077427
5.0,10,12.255714
4.0,9,12.261734
5.0,10,12.277655
5.0,10,12.45424
5.0,10,12.468174
5.0,10,12.644676
5.0,10,12.659626
5.0,10,12.838123
5.0,10,12.854107
5.0,10,13.049558
5.0,10,13.065516
5.0,10,13.284068
5.0,10,13.301022
5.0,10,13.512458
5.0,10,13.527417
5.0,10,13.736378
5.0,10,13.753327
5.0,10,14.007965
5.0,10,14.024919
5.0,10,14.278851
5.0,10,14.295908
5.0,10,14.527248
5.0,10,14.543205
5.0,10,14.550187
5.0,10,14.782117
5.0,10,14.789098
5.0,10,15.027461
5.0,10,15.03544
5.0,10,15.260465
5.0,10,15.266449
5.0,10,15.470903
5.0,10,15.475889
5.0,10,15.678537
5.0,10,15.685519
5.0,10,15.88749
5.0,10,15.89447
5.0,10,16.096959
5.0,10,16.104658
5.0,10,16.301133
5.0,10,16.308142
5.0,10,16.503252
5.0,10,16.510238
5.0,10,16.696735
5.0,10,16.703717
5.0,10,16.716682
5.0,10,16.911165
5.0,10,16.926122
5.0,10,17.121657
5.0,10,17.136618
5.0,10,17.323119
5.0,10,17.336084
5.0,10,17.524582
5.0,10,17.537545
5.0,10,17.722058
5.0,10,17.734609
5.0,10,17.930059
5.0,10,17.943016
5.0,10,18.133179
5.0,10,18.147141
4.5,10,18.352102
5.0,10,18.366065
5.0,10,18.556557
5.0,10,18.570519
5.0,10,18.767991
5.0,10,18.782964
5.0,10,18.788945
5.0,10,18.987404
5.0,10,18.993388
5.0,10,19.191524
5.0,10,19.197508
5.0,10,19.392027
5.0,10,19.398012
5.0,10,19.593497
5.0,10,19.598484
5.0,10,19.79283
5.0,10,19.799812
5.0,10,19.990811
5.0,10,19.997793
5.0,10,20.199215
5.0,10,20.206196
5.0,10,20.403669
5.0,10,20.411647
5.0,10,20.647216
5.0,10,20.654205
5.0,10,20.857654
5.0,10,20.865632
5.0,10,20.879595
5.0,10,21.082573
5.0,10,21.097523
5.0,10,21.294998
5.0,10,21.308961
5.0,10,21.506433
5.0,10,21.52239
5.0,10,21.72553
5.0,10,21.739492
5.0,10,21.934681
5.0,10,21.949641
5.0,10,22.155379
5.0,10,22.168345
5.0,10,22.359123
5.0,10,22.374081
5.0,10,22.571553
5.0,10,22.584517
4.5,10,22.771028
5.0,10,22.784981
5.0,10,22.984448
5.0,10,22.999409
5.0,10,23.00639
5.0,10,23.206372
5.0,10,23.211359
5.0,10,23.408041
5.0,10,23.414024
5.0,10,23.608504
5.0,10,23.614488
5.0,10,23.816458
5.0,10,23.82344
5.0,10,24.036869
5.0,10,24.045845
5.0,10,24.255179
5.0,10,24.260165
5.0,10,24.462625
5.0,10,24.469606
5.0,10,24.67357
4.0,9,24.680552
5.0,10,24.88851
5.0,10,24.895492
5.0,10,24.909454
5.0,10,25.114157
5.0,10,25.127122
5.0,10,25.456079
5.0,10,25.471039
5.0,10,25.670512
5.0,10,25.68347
5.0,10,25.880943
5.0,10,25.895903
5.0,10,26.100356
5.0,10,26.114813
4.5,10,26.315277
5.0,10,26.329241
5.0,10,26.532212
5.0,10,26.546175
5.0,10,26.740666
5.0,10,26.754618
5.0,10,26.956079
5.0,10,26.969044
5.0,10,27.16941
5.0,10,27.184368
5.0,10,27.191349
5.0,10,27.396075
5.0,10,27.402031
5.0,10,27.608479
5.0,10,27.616458
5.0,10,27.822906
5.0,10,27.82889
5.0,10,28.038329
5.0,10,28.047306
5.0,10,28.251479
5.0,10,28.258462
5.0,10,28.466172
5.0,10,28.471159
5.0,10,28.675612
5.0,10,28.681596
5.0,10,28.88605
5.0,10,28.894028
5.0,10,29.111447
5.0,10,29.11748
5.0,10,29.312467
5.0,10,29.319448
5.0,10,29.334414
5.0,10,29.533396
5.0,10,29.548357
5.0,10,29.74384
5.0,10,29.756825
5.0,10,29.944947
5.0,10,29.958908
5.0,10,30.164164
5.0,10,30.178127
5.0,10,30.37519
5.0,10,30.390106
5.0,10,30.577605
5.0,10,30.590579
5.0,10,30.778069
5.0,10,30.79303
5.0,10,30.985514
5.0,10,31.000475
5.0,10,31.195042
5.0,10,31.209005
5.0,10,31.399604
5.0,10,31.412568
5.0,10,31.417554
5.0,10,31.618022
5.0,10,31.625003
5.0,10,31.832449
5.0,10,31.83943
5.0,10,32.03393
5.0,10,32.040911
5.0,10,32.244367
5.0,10,32.252345
5.0,10,32.455802
5.0,10,32.461813
5.0,10,32.664244
5.0,10,32.670229
5.0,10,32.874682
5.0,10,32.882661
5.0,10,33.085628
5.0,10,33.092609
5.0,10,33.290331
5.0,10,33.296315
5.0,10,33.505034
5.0,10,33.512016
5.0,10,33.526486
5.0,10,33.724982
5.0,10,33.74094
5.0,10,33.934395
5.0,10,33.948358
5.0,10,34.137618
5.0,10,34.15159
5.0,10,34.346061
5.0,10,34.360023
5.0,10,34.555506
5.0,10,34.570465
5.0,10,34.764945
5.0,10,34.778908
5.0,10,34.973897
5.0,10,34.98786
5.0,10,35.190891
5.0,10,35.204859
5.0,10,35.395344
5.0,10,35.410305
5.0,10,35.603786
5.0,10,35.616751
5.0,10,35.622736
5.0,10,35.821205
5.0,10,35.826191
5.0,10,36.025658
5.0,10,36.03264
5.0,10,36.23777
5.0,10,36.245827
5.0,10,36.455278
5.0,10,36.462248
5.0,10,36.66092
5.0,10,36.667901
5.0,10,36.867368
5.0,10,36.874349
5.0,10,37.063843
5.0,10,37.069827
5.0,10,37.261146
5.0,10,37.268127
5.0,10,37.466597
5.0,10,37.472581
5.0,10,37.676544
5.0,10,37.683526
5.0,10,37.698485
5.0,10,37.879524
5.0,10,37.893476
5.0,10,38.070004
5.0,10,38.081972
5.0,10,38.265096
5.0,10,38.28006
5.0,10,38.459376
5.0,10,38.473339
5.0,10,38.653383
5.0,10,38.667329
5.0,10,38.845868
5.0,10,38.859814
5.0,10,39.041328
5.0,10,39.055331
5.0,10,39.238269
5.0,10,39.254236
5.0,10,39.432784
5.0,10,39.447717
5.0,10,39.627241
5.0,10,39.641205
5.0,10,39.649212
5.0,10,39.836681
4.5,10,39.843663
5.0,10,40.033746
5.0,10,40.042682
5.0,10,40.233439
5.0,10,40.24042
5.0,10,40.426921
5.0,10,40.432904
5.0,10,40.62539
5.0,10,40.632384
5.0,10,40.821904
5.0,10,40.827849
5.0,10,41.017343
5.0,10,41.024323
5.0,10,41.212746
5.0,10,41.220787
5.0,10,41.409326
5.0,10,41.416307
5.0,10,41.603806
5.0,10,41.610787
5.0,10,41.62475
5.0,10,41.822799
5.0,10,41.837759
5.0,10,42.023301
5.0,10,42.038254
5.0,10,42.222362
5.0,10,42.235327
5.0,10,42.419833
5.0,10,42.433837
5.0,10,42.619301
5.0,10,42.634293
5.0,10,42.814815
5.0,10,42.829738
5.0,10,43.012282
5.0,10,43.026282
5.0,10,43.208574
