#{"t_start": 1693731052.1322567, "env_id": null}
r,l,t
3246.5,4540,6.298253
3170.5,4301,11.168337
3130.0,4309,16.007031
2922.0,4071,20.576973
2885.0,4100,25.22412
3011.0,4289,29.922019
3073.0,4254,34.643422
2949.5,4087,38.976658
3016.0,4181,43.566876
2855.0,3968,47.781524
2927.0,4059,51.941438
2899.5,4015,56.102294
2946.0,4086,60.431463
2693.5,3919,64.867822
2939.5,3958,69.365898
2904.5,3992,73.763125
2934.5,3924,78.171535
2973.0,3913,82.51044
2910.0,3969,87.04127
2918.0,3931,91.404997
2877.0,3945,96.039752
2926.5,3960,100.508041
2902.0,3933,104.997863
2908.0,3953,109.469442
2836.0,3927,113.827387
2887.5,3961,118.636644
2979.5,4019,125.74847
2984.0,3975,131.543268
2967.0,3969,137.491173
2964.5,3981,142.806889
3006.0,4026,148.273917
2972.0,3953,153.698522
2885.0,3920,159.805015
2977.0,3946,168.237153
3036.0,4002,174.581349
3020.5,4033,181.918024
2953.5,4038,189.331434
2853.0,3905,195.32253
2865.0,3929,200.881402
2942.0,3940,206.099134
2928.5,3934,211.363344
2917.5,3971,216.481502
2844.0,3919,221.979735
2946.5,3963,227.017031
2811.5,3907,232.000633
2803.5,3863,237.068241
2879.5,3903,241.986653
2888.5,3949,247.122271
3006.5,4005,252.269958
2759.0,3916,257.348902
2897.0,3948,262.017494
2942.0,3960,267.194957
2859.5,3951,272.424688
2929.5,4001,278.073091
2807.5,3879,283.424642
2754.5,3827,288.808908
2836.5,3909,294.285169
2837.0,3906,299.369331
2850.0,3910,304.714724
2804.0,3868,310.189729
2842.0,3907,315.430318
2942.0,3908,320.600493
2899.5,3919,325.832549
2845.0,3883,330.850988
2885.5,3909,335.459008
2816.5,3828,339.933634
2872.5,3900,344.713619
2878.5,3899,350.020617
2920.0,3898,355.400581
2871.0,3886,360.727911
2850.5,3904,365.935831
2831.0,3904,371.12709
2870.5,3940,376.358486
2855.5,3914,381.561532
2929.5,3917,386.645579
2780.5,3903,391.580342
2853.0,3902,396.592426
2867.0,3904,401.527258
2877.0,3901,406.649033
2881.0,3904,411.580061
2908.0,3917,416.664067
2857.0,3899,421.62292
2861.0,3902,426.645258
2853.5,3899,431.633574
2901.0,3888,436.65416
2796.5,3853,441.806759
2871.5,3903,446.852674
2893.0,3903,451.990071
2872.5,3900,456.961502
2795.5,3830,461.849095
2849.0,3880,466.913431
2774.5,3826,471.756347
2829.5,3902,476.708515
2841.5,3849,481.824097
2841.0,3841,486.715586
2811.5,3861,491.922647
2796.5,3831,496.79836
2856.0,3858,501.968324
2832.0,3899,507.041409
2840.0,3910,512.233312
2816.0,3899,517.145792
2870.5,3895,522.338665
2814.5,3907,527.614719
2844.5,3857,532.668666
2864.5,3891,537.88865
2797.0,3893,543.096258
2846.0,3901,548.219912
2935.0,3905,553.402062
2834.5,3854,558.108464
2880.5,3889,563.191398
2876.5,3889,568.347661
2865.5,3901,573.557649
2886.5,3869,578.678874
2847.0,3912,583.867093
2820.0,3880,588.877599
2808.5,3906,593.85601
2827.0,3892,598.868629
2867.0,3905,604.142621
2804.5,3903,609.166809
2827.0,3864,614.207502
2845.5,3883,619.253686
2908.0,3908,624.6446
2908.0,3942,629.760056
2920.0,3962,634.854701
2983.5,3997,639.48957
3050.5,4036,644.743384
2990.0,4065,650.195202
3101.5,4058,655.488225
2845.5,3943,660.598368
2913.0,3967,665.737036
2857.5,3928,671.265974
2837.0,3936,676.672525
2818.5,3910,681.800869
2930.5,3904,686.856615
2917.0,3984,692.522382
2901.0,3902,697.432746
2900.5,3944,701.769224
2868.0,3964,707.066478
2973.0,3925,712.298406
2830.0,3867,717.419269
2825.0,3904,722.717401
2856.0,3912,728.086018
2824.0,3904,733.413491
2857.0,3898,738.370472
2922.0,3897,743.845312
2884.5,3899,749.815363
2822.0,3905,755.053151
2845.5,3897,760.295596
2841.0,3901,765.293551
2764.0,3825,770.147929
2870.0,3890,775.279784
2867.5,3905,780.394469
2883.0,3899,785.413751
2878.5,3898,790.301149
2893.5,3948,795.215745
2972.5,3919,800.154689
2866.0,3901,805.346976
2866.5,3915,810.315557
3000.5,3962,815.228187
2788.0,3903,820.033231
2836.0,3897,825.751143
2840.5,3897,831.245814
2874.5,3918,836.302281
2869.5,3901,841.452468
2865.5,3899,846.706364
2885.0,3901,851.71531
2847.5,3908,856.629681
2914.0,3925,861.66034
2894.5,3929,866.672449
2864.0,3909,871.44178
2812.0,3899,876.409837
2831.0,3896,881.460027
2903.5,3893,886.637876
2853.0,3919,891.727034
2909.5,3911,896.71513
2951.5,3969,901.289365
2880.0,3907,906.310553
2860.5,3903,911.489838
2912.0,3926,916.813216
2894.5,3963,922.179321
2962.5,3978,927.689656
2846.0,3909,932.661126
2909.5,3919,937.922233
2856.5,3914,943.584999
3003.0,4051,949.829822
3032.5,3982,955.295686
2840.5,3916,960.720088
2854.0,3912,966.022018
2861.5,3921,970.928267
2875.0,3900,975.902384
2783.5,3846,980.925254
2882.0,3897,985.962108
2802.5,3920,991.269247
2923.5,3904,996.494868
2901.5,3931,1001.809389
3160.0,4211,1007.762992
3075.5,4036,1013.428784
2940.5,3986,1018.749544
2896.5,3940,1024.119632
2900.0,3917,1030.035131
3146.0,4133,1035.437202
3055.5,4076,1040.737931
2952.0,3993,1045.363522
2886.0,3896,1050.487016
2857.5,3903,1055.355526
2815.0,3900,1060.237867
2863.0,3891,1065.040069
