#{"t_start": 1693740999.5010893, "env_id": null}
r,l,t
745.0,1176,1.811096
746.0,1166,2.997955
749.0,1194,4.052778
759.0,1185,5.145543
756.5,1156,6.200985
851.0,1231,7.304142
897.0,1230,8.421643
901.0,1195,9.512709
959.0,1275,10.698962
962.5,1240,11.84023
989.0,1264,12.987527
930.0,1252,14.127867
961.0,1302,15.303663
1015.0,1298,16.522438
994.5,1273,17.656083
997.0,1306,18.879192
917.5,1246,20.017895
975.5,1273,21.18316
1000.5,1305,22.367678
995.5,1308,23.552001
984.0,1309,24.710298
989.5,1326,25.918657
1004.0,1310,27.089711
989.5,1314,28.264786
987.5,1307,29.45965
1003.0,1316,30.677913
976.0,1290,31.878676
966.5,1316,33.067908
976.0,1316,34.263276
972.5,1296,35.449219
1005.0,1295,36.646355
978.0,1290,37.823273
968.0,1307,39.005537
978.5,1311,40.204589
966.0,1310,41.399463
1000.5,1300,42.605032
989.0,1273,43.789077
