#{"t_start": 1693741239.7937422, "env_id": null}
r,l,t
5.5,16,0.714712
2.0,12,0.725652
3.5,14,0.760554
3.5,15,0.774553
3.0,14,0.792465
3.5,17,0.809455
3.5,16,0.827388
7.5,16,0.842333
1.0,16,0.868263
4.0,15,0.883223
3.0,16,0.901175
5.5,14,0.915137
5.0,13,0.930101
4.0,13,0.943084
4.0,17,0.95902
4.5,16,0.976972
3.0,16,0.992929
2.0,14,1.008916
3.0,16,1.025847
4.0,16,1.043867
4.0,13,1.054868
3.5,14,1.072802
3.0,15,1.086753
3.0,15,1.104704
3.0,16,1.120662
3.0,14,1.137616
4.0,15,1.152638
4.0,13,1.168632
2.5,14,1.182798
3.5,14,1.194783
3.5,15,1.212722
3.0,14,1.2257
2.0,15,1.244637
5.0,14,1.257601
4.0,14,1.275553
4.0,14,1.290514
3.0,15,1.310462
4.0,15,1.325421
2.5,15,1.340382
4.0,13,1.358333
2.5,13,1.371297
4.0,15,1.391244
3.5,14,1.405207
3.5,16,1.424156
4.5,17,1.44111
4.0,15,1.458105
4.5,14,1.472038
4.5,16,1.491984
2.5,16,1.50798
3.0,14,1.525909
2.0,16,1.540892
4.5,17,1.563831
2.5,14,1.57776
5.0,16,1.596704
3.0,12,1.607714
2.5,15,1.621677
3.5,13,1.638592
3.5,17,1.654588
3.0,14,1.671544
5.5,15,1.685466
3.0,12,1.699429
4.5,13,1.712395
4.5,14,1.725392
3.0,16,1.743312
4.5,16,1.758301
3.0,16,1.776318
3.0,16,1.793246
5.5,17,1.812183
4.0,13,1.825151
4.0,14,1.841136
4.0,15,1.856094
4.5,16,1.875016
6.5,16,1.890972
4.0,15,1.907927
4.0,16,1.922887
5.0,16,1.940929
4.0,14,1.954941
4.0,14,1.97185
3.5,15,1.985813
1.5,15,2.003765
4.5,14,2.017802
3.0,17,2.036752
3.5,14,2.049724
5.0,14,2.063679
3.5,13,2.078678
3.5,14,2.092635
4.0,16,2.111598
5.0,15,2.125557
2.0,14,2.141504
2.5,14,2.155468
3.0,15,2.173422
3.0,14,2.187146
3.5,15,2.202091
5.5,15,2.219046
3.5,13,2.23005
4.0,13,2.247005
5.0,16,2.262065
3.0,14,2.282392
2.5,13,2.325867
4.0,12,2.338859
4.5,15,2.35681
3.5,15,2.370734
3.0,14,2.387689
3.0,14,2.399656
3.0,15,2.417608
5.0,17,2.434562
3.0,14,2.45052
3.5,14,2.462488
4.0,16,2.482434
4.5,15,2.496429
2.5,15,2.51437
3.0,16,2.52931
4.5,16,2.548259
5.5,14,2.56322
4.5,15,2.581198
5.0,15,2.595134
6.0,16,2.611117
3.0,15,2.629112
5.0,16,2.64403
3.5,15,2.66198
6.0,16,2.67697
4.0,15,2.693924
5.0,16,2.709853
3.5,15,2.726861
3.0,14,2.73887
4.5,16,2.758776
5.0,13,2.770803
5.0,16,2.788755
5.0,16,2.804712
3.5,14,2.82067
5.0,15,2.83563
5.0,15,2.852645
3.5,14,2.867605
3.0,13,2.879573
3.5,13,2.89553
3.0,14,2.908496
4.0,13,2.926449
3.0,16,2.941408
4.0,15,2.9594
4.0,14,2.973327
5.0,14,2.990305
4.0,13,3.002288
5.0,16,3.017205
2.0,17,3.037153
5.5,15,3.051146
4.0,16,3.069067
4.0,12,3.080099
3.5,13,3.096056
5.5,15,3.111035
2.5,12,3.124979
3.5,14,3.139011
4.0,13,3.151965
5.0,16,3.170955
3.5,14,3.18494
5.0,17,3.2034
5.5,17,3.220355
4.0,16,3.238306
3.0,14,3.253293
4.0,17,3.273213
5.0,15,3.286218
2.0,15,3.305127
3.5,15,3.320092
4.0,14,3.339037
5.5,13,3.351006
2.5,14,3.368957
3.5,16,3.383918
3.5,13,3.396927
5.5,16,3.415832
4.0,15,3.429795
3.5,14,3.447747
5.5,14,3.460752
5.5,17,3.480671
3.5,17,3.497613
3.0,15,3.515568
5.0,16,3.531526
3.5,16,3.549487
3.5,15,3.564479
3.0,14,3.581434
5.0,16,3.596394
6.5,15,3.614385
3.0,15,3.629306
3.0,15,3.646292
3.0,15,3.660255
4.0,15,3.678205
2.5,16,3.69315
3.0,13,3.705139
5.0,16,3.724105
4.0,16,3.741043
5.0,16,3.76099
2.0,15,3.77595
5.0,15,3.795897
1.5,15,3.810858
4.0,14,3.828866
5.0,15,3.84283
2.5,16,3.859781
6.0,15,3.874778
4.5,13,3.890698
3.0,16,3.905658
3.0,14,3.922612
4.5,15,3.937582
3.5,15,3.959609
4.0,15,3.974531
3.5,17,3.993481
4.0,14,4.007495
5.0,17,4.031379
4.0,15,4.04671
4.0,13,4.059737
3.0,13,4.080722
3.5,15,4.095505
5.5,16,4.114533
5.0,14,4.128488
4.0,16,4.151437
3.5,13,4.164392
4.5,14,4.180242
4.5,15,4.193208
5.0,17,4.214183
2.5,15,4.228115
4.0,16,4.246096
5.5,16,4.26207
4.0,15,4.276984
4.0,16,4.296938
4.5,17,4.317906
3.5,15,4.332835
5.0,14,4.346815
4.5,15,4.364749
4.0,14,4.376717
5.5,16,4.396703
3.5,14,4.409629
3.5,12,4.425586
5.0,13,4.436583
2.5,12,4.448545
5.0,14,4.465506
1.5,14,4.47648
4.0,13,4.49341
6.0,15,4.508396
3.5,14,4.524323
3.5,13,4.53629
3.0,12,4.549287
5.0,14,4.566264
4.0,15,4.58023
3.5,15,4.598183
3.5,15,4.612145
3.0,15,4.630097
5.0,15,4.64406
4.5,15,4.662042
5.0,15,4.675982
4.5,16,4.693929
4.0,14,4.706891
3.0,16,4.724875
3.0,13,4.735816
5.0,15,4.749809
3.0,16,4.768751
4.0,16,4.783687
4.0,14,4.800711
3.5,14,4.812707
3.0,13,4.829631
3.5,15,4.844591
3.5,13,4.860548
3.0,14,4.872567
4.0,14,4.886532
6.0,14,4.903488
3.0,14,4.91749
6.0,15,4.936402
5.0,15,4.95136
4.5,15,4.969351
2.5,13,4.981319
4.5,16,5.001304
2.5,15,5.015266
4.0,16,5.034248
4.0,14,5.047181
3.0,13,5.059177
3.0,14,5.076103
3.5,13,5.088073
7.0,16,5.106024
5.0,15,5.120984
2.5,16,5.140949
4.0,12,5.150904
5.5,16,5.170851
3.0,14,5.182852
5.5,14,5.200613
4.0,13,5.213559
3.5,14,5.227534
4.0,16,5.245506
4.0,14,5.259466
4.5,14,5.274426
5.0,15,5.289356
5.0,16,5.309347
5.0,13,5.321345
7.0,15,5.339264
3.0,12,5.351225
5.5,16,5.366185
4.0,13,5.388167
3.0,14,5.402089
4.5,16,5.425029
3.5,15,5.438991
4.0,14,5.460932
4.5,16,5.476925
4.0,15,5.494943
4.0,15,5.509903
3.5,14,5.527815
4.0,16,5.542775
5.5,16,5.562744
5.0,16,5.577736
4.0,14,5.599646
4.0,16,5.614607
3.5,12,5.625616
3.0,13,5.642532
3.0,12,5.653503
5.0,15,5.671455
2.0,13,5.68546
5.0,16,5.704366
4.0,12,5.715376
6.5,15,5.730329
4.0,14,5.747279
4.0,12,5.75922
4.5,17,5.779205
5.0,15,5.79316
3.5,15,5.812079
4.5,15,5.826041
3.5,13,5.841998
6.0,15,5.856019
5.0,15,5.869999
4.0,17,5.889945
4.0,13,5.90291
5.0,16,5.922857
4.5,15,5.93682
4.0,16,5.959758
5.0,13,5.972745
6.0,15,5.9907
5.0,15,6.0057
5.5,17,6.029612
6.0,14,6.043559
5.5,14,6.064503
5.5,15,6.079501
2.5,14,6.099417
4.0,13,6.113372
4.5,17,6.128332
2.0,14,6.147281
4.5,14,6.160246
5.0,16,6.180196
5.5,13,6.193161
5.5,14,6.211113
4.0,15,6.226133
6.0,16,6.250111
5.5,13,6.262077
6.0,15,6.283979
7.5,17,6.302969
5.5,14,6.325884
5.5,16,6.340827
4.0,14,6.35479
4.0,14,6.375734
6.0,15,6.389697
5.5,16,6.413632
5.5,16,6.428594
5.5,16,6.452528
6.0,17,6.468486
4.5,17,6.493419
4.5,13,6.505387
4.5,15,6.52736
5.5,14,6.541343
6.0,17,6.566276
5.0,14,6.578281
5.5,14,6.600186
5.5,14,6.613183
5.5,15,6.631209
3.5,14,6.645218
5.5,15,6.659173
6.0,17,6.684081
4.5,15,6.69803
5.5,15,6.720968
5.5,13,6.733945
6.0,17,6.75787
5.5,16,6.77283
6.0,15,6.795769
5.0,15,6.810745
6.5,14,6.827683
5.5,15,6.841646
6.0,15,6.864594
6.0,15,6.878564
6.0,15,6.9015
5.5,14,6.914452
5.0,15,6.936402
5.0,16,6.951395
4.0,13,6.965316
