#{"t_start": 1693741248.252018, "env_id": null}
r,l,t
21.0,85,0.731012
21.0,91,0.840907
19.0,80,0.915706
17.0,93,1.012448
16.5,89,1.09625
24.5,94,1.193141
20.0,85,1.270952
17.5,84,1.365788
17.5,91,1.469507
20.0,88,1.546301
17.0,85,1.630078
18.0,84,1.705918
20.0,81,1.792525
21.0,89,1.886273
20.5,83,1.975003
18.5,84,2.0518
19.5,89,2.143587
17.0,89,2.237396
21.5,85,2.317217
20.5,83,2.405043
16.0,86,2.483847
15.5,80,2.569734
20.0,81,2.645531
16.5,88,2.739409
18.5,87,2.819214
19.0,78,2.90299
19.5,80,2.978805
15.0,75,3.058574
14.0,77,3.13239
19.0,76,3.214158
17.5,77,3.286083
20.5,79,3.371882
16.5,76,3.442781
17.5,76,3.523523
14.5,74,3.591501
16.0,74,3.672388
15.5,73,3.742208
15.0,74,3.820997
14.0,73,3.919796
18.5,75,3.999582
16.5,75,4.068438
17.0,74,4.146307
15.0,74,4.216105
20.5,75,4.294986
16.0,73,4.364879
16.5,72,4.441779
15.0,72,4.508645
14.0,71,4.584555
15.0,72,4.651334
16.0,75,4.721206
15.0,72,4.799756
18.5,72,4.866607
14.5,71,4.946436
15.0,73,5.015341
17.0,73,5.092103
14.0,71,5.161916
14.0,71,5.239814
14.0,71,5.305677
21.5,74,5.385593
16.0,71,5.452451
14.5,72,5.529277
14.5,72,5.597296
14.0,71,5.662428
15.0,72,5.740903
15.5,75,5.810716
14.0,71,5.903529
15.5,73,5.970349
14.5,72,6.051134
18.5,73,6.120003
19.0,74,6.201837
14.0,71,6.266631
14.0,72,6.346504
18.5,73,6.419309
14.0,72,6.500093
20.5,74,6.565947
16.0,73,6.643787
21.0,76,6.714597
20.0,75,6.799443
15.5,74,6.870254
21.5,78,6.952096
15.5,73,7.021938
21.0,74,7.089827
17.0,76,7.173595
18.5,76,7.246455
22.0,78,7.332279
24.5,82,7.412101
21.0,77,7.50009
20.5,76,7.571933
17.0,78,7.654756
20.5,74,7.721608
19.5,84,7.811737
19.5,80,7.932382
25.5,84,8.016282
24.5,87,8.109963
23.0,80,8.185774
26.5,89,8.280491
23.5,85,8.359409
26.5,89,8.454187
29.5,89,8.541886
29.5,87,8.635712
29.0,84,8.724476
30.0,91,8.810944
29.5,94,8.910677
32.5,92,8.995561
36.0,95,9.095339
32.0,97,9.197112
27.5,96,9.287946
27.5,84,9.377672
32.5,95,9.465516
31.5,86,9.556301
33.5,97,9.64513
33.0,98,9.75287
34.0,89,9.84768
33.5,94,9.972346
34.5,95,10.0721
33.0,92,10.167026
35.0,96,10.25682
35.5,97,10.35867
32.0,92,10.443427
35.0,96,10.542156
34.5,98,10.642537
35.5,94,10.73114
34.5,95,10.829285
33.5,96,10.920079
33.5,96,11.022902
37.0,96,11.121699
34.5,93,11.208459
35.0,95,11.308192
34.0,94,11.405011
35.0,95,11.496897
35.0,97,11.604639
33.5,93,11.690409
33.0,91,11.780878
35.0,95,11.876624
36.5,94,11.963389
37.5,97,12.060165
34.5,96,12.152883
35.5,96,12.253666
36.5,96,12.355423
37.0,94,12.444201
38.0,98,12.544985
36.5,95,12.630802
32.0,88,12.726225
39.0,99,12.828954
36.5,97,12.923935
36.5,95,13.022776
36.5,97,13.119614
37.5,92,13.207378
37.0,98,13.309107
37.0,98,13.404978
37.5,97,13.507749
33.5,92,13.606524
39.5,98,13.698343
36.5,98,13.800115
39.0,100,13.919784
38.5,97,14.011536
35.5,94,14.110347
36.0,95,14.197274
35.5,95,14.296031
38.5,97,14.398887
37.0,100,14.49467
39.0,101,14.60334
38.5,99,14.703073
38.0,99,14.795649
36.0,95,14.895382
37.5,97,14.987136
39.0,98,15.086924
38.5,100,15.190712
39.0,99,15.281501
40.5,100,15.42627
38.0,98,15.528276
38.0,99,15.62118
39.0,100,15.727612
40.0,97,15.830338
39.5,98,15.951074
38.0,97,16.05287
37.0,98,16.143651
39.0,99,16.247376
38.5,98,16.35007
36.5,98,16.442936
38.0,99,16.547669
38.0,97,16.649364
39.5,99,16.741929
40.5,98,16.842548
39.0,97,16.935299
38.0,99,17.039073
38.5,98,17.140813
39.0,98,17.231652
38.5,97,17.334452
39.5,97,17.437184
36.0,96,17.526961
39.5,99,17.630734
36.0,93,17.725373
38.0,98,17.815329
39.0,96,17.938015
38.0,94,18.02578
38.5,98,18.130531
