#{"t_start": 1693616725.6426272, "env_id": null}
r,l,t
21.153776,27,2.933196
19.031386,27,2.950151
18.505118,27,2.9691
17.776814,27,2.985057
18.927357,27,3.002012
21.121881,27,3.067835
18.285541,27,3.087782
18.015211,27,3.108754
17.482942,27,3.135696
18.312371,27,3.156313
17.771405,27,3.17722
17.661854,27,3.218108
17.777701,27,3.240051
17.493827,27,3.261003
17.498136,27,3.287931
17.493827,27,3.306906
17.543173,27,3.327865
17.659601,27,3.370709
17.160494,27,3.391698
17.493827,27,3.411642
18.129813,27,3.441594
17.789333,27,3.461508
17.493827,27,3.502399
17.652169,27,3.52338
17.895195,27,3.544325
17.836571,27,3.570255
17.493827,27,3.592233
17.571755,27,3.612143
17.493827,27,3.653034
17.493827,27,3.673978
17.493827,27,3.692928
17.997356,27,3.72089
17.889344,27,3.741808
17.911507,27,3.762768
17.493827,27,3.807648
17.493827,27,3.831645
17.493827,27,3.853585
17.493827,27,3.881522
17.493827,27,3.902495
18.362177,27,3.925435
17.493827,27,3.966285
17.493827,27,3.987258
17.493827,27,4.013196
17.493827,27,4.035101
18.353036,27,4.057042
17.493827,27,4.099928
17.788364,27,4.120872
17.493827,27,4.14187
17.493827,27,4.16846
17.493827,27,4.189463
17.556046,27,4.209409
17.493827,27,4.251297
17.568764,27,4.272265
17.493827,27,4.293241
17.493827,27,4.321146
17.493827,27,4.340103
17.969853,27,4.361047
18.493827,27,4.403932
17.493827,27,4.424876
18.123457,27,4.445857
17.723432,27,4.474778
17.628779,27,4.495551
17.493827,27,4.522449
17.493827,27,4.559772
17.505497,27,4.579762
17.493827,27,4.607688
17.493827,27,4.628705
17.82982,27,4.648668
17.547163,27,4.691537
18.276133,27,4.711502
17.953056,27,4.732429
17.807741,27,4.759414
18.143561,27,4.780335
17.690165,27,4.800344
18.049383,27,4.840237
17.760161,27,4.86218
17.748349,27,4.883122
17.493827,27,4.91005
17.493827,27,4.929
17.493827,27,4.949971
17.493827,27,4.991867
17.493827,27,5.012812
17.445829,27,5.039785
17.493827,27,5.061692
17.493827,27,5.098987
17.811901,27,5.129548
17.040746,27,5.163383
17.493827,27,5.185296
17.493827,27,5.21223
17.838693,27,5.23323
17.692935,27,5.254243
17.493827,27,5.295134
17.493827,27,5.316116
17.639393,27,5.336024
17.67185,27,5.363986
18.149287,27,5.383933
17.535886,27,5.404895
17.639918,27,5.446831
17.515679,27,5.466778
17.675434,27,5.486725
17.982126,27,5.513685
17.84988,27,5.533632
17.839938,27,5.562555
17.969637,27,5.597461
17.493827,27,5.618406
17.397761,27,5.643339
17.493827,27,5.661291
18.143635,27,5.682241
17.493827,27,5.706171
18.300072,27,5.73609
17.577353,27,5.754043
17.733066,27,5.778976
17.729149,27,5.797925
16.90731,27,5.815877
17.938899,27,5.851781
17.469791,27,5.870731
17.544234,27,5.88968
18.596822,27,5.913616
18.360721,27,5.931568
18.527065,27,5.950517
17.381681,27,5.985424
17.493827,27,6.004373
17.160494,27,6.02831
18.645399,27,6.047259
17.810175,27,6.066208
17.060072,27,6.091141
16.9945,27,6.121062
18.225946,27,6.14106
19.195651,27,6.16568
17.279102,27,6.18457
18.474061,27,6.20453
17.164585,27,6.229451
19.50028,27,6.257402
18.661841,27,6.276325
17.763318,27,6.301258
20.414641,27,6.322203
19.217765,27,6.341151
18.833234,27,6.381045
16.605787,27,6.400991
19.017547,27,6.419967
18.649361,27,6.444875
19.055542,27,6.464858
16.135592,27,6.489755
18.716115,27,6.522666
18.180965,27,6.543648
17.745432,27,6.568578
19.676696,27,6.587506
19.531981,27,6.60745
19.422488,27,6.632413
18.392547,27,6.671269
19.793608,27,6.692213
19.414886,27,6.720138
18.738266,27,6.740084
19.288217,27,6.760031
17.848343,27,6.785962
17.571689,27,6.817877
17.682336,27,6.836861
19.505472,27,6.862792
19.325964,27,6.88373
19.331388,27,6.904725
21.799697,27,6.945615
17.595609,27,6.965562
17.939292,27,6.992527
20.128746,27,7.013434
18.39278,27,7.03338
17.78391,27,7.062348
19.237311,27,7.1182
19.564627,27,7.138145
18.222531,27,7.163785
17.951496,27,7.182706
16.865409,27,7.202617
