#{"t_start": 1693743738.183491, "env_id": null}
r,l,t
323.0,396,2.982049
320.0,399,3.485665
333.5,400,3.944204
324.5,399,4.350176
326.5,398,4.825598
324.5,398,5.289321
326.5,398,5.742811
324.5,397,6.126539
319.0,397,6.575408
327.5,398,7.015945
326.0,397,7.45989
331.5,397,7.840419
330.5,397,8.321257
330.5,397,8.778036
329.0,400,9.220762
330.0,397,9.603739
330.5,398,10.073135
327.0,396,10.512932
327.0,396,10.957461
328.0,397,11.344409
328.0,400,11.818576
325.5,396,12.285362
327.5,396,12.735191
328.0,397,13.128859
333.0,398,13.576653
326.5,395,14.024401
326.5,396,14.483783
328.5,398,14.879621
326.5,395,15.322527
328.0,396,15.773023
326.0,395,16.265446
329.0,396,16.656363
330.5,397,17.118074
331.0,396,17.54593
335.0,398,17.989465
333.5,397,18.39139
333.0,397,18.841991
332.5,397,19.290779
333.0,397,19.73958
334.0,396,20.125294
333.0,398,20.574068
332.0,397,21.019595
332.5,396,21.465373
333.0,396,21.849155
337.5,397,22.306935
326.0,396,22.754733
329.0,396,23.209162
326.0,397,23.584183
331.5,397,24.046716
334.5,395,24.491539
334.0,396,24.8741
330.0,395,25.339915
332.5,395,25.806216
332.5,396,26.286959
331.0,396,26.674964
324.5,395,27.141379
329.5,396,27.585191
322.0,395,28.035694
329.0,395,28.432642
325.5,395,28.874071
324.0,395,29.319842
328.5,395,29.777618
330.5,395,30.191511
329.0,396,30.640348
332.0,395,31.078835
332.5,395,31.523646
330.0,395,31.915405
328.5,396,32.368207
330.0,396,32.82867
329.5,396,33.269607
330.0,396,33.65358
332.5,395,34.122255
323.5,396,34.570104
334.5,396,35.032675
334.0,396,35.415684
333.5,396,35.859818
335.0,396,36.311647
333.5,396,36.762404
335.5,396,37.14842
335.5,396,37.590232
329.0,396,38.036684
333.5,396,38.427638
329.0,395,38.880289
330.5,396,39.332044
330.5,396,39.775934
334.0,396,40.171777
334.0,396,40.619579
330.5,396,41.068201
330.5,396,41.510991
331.5,396,41.896946
330.0,398,42.362701
330.0,398,42.80731
331.5,396,43.249196
331.0,395,43.632171
335.0,396,44.085625
331.5,396,44.522572
329.5,396,44.979547
334.0,396,45.359586
332.0,396,45.807966
330.5,396,46.263747
333.5,396,46.705604
334.5,396,47.082205
330.5,396,47.525056
335.5,396,47.966609
333.0,396,48.412378
327.0,396,48.782388
330.0,396,49.226945
329.0,395,49.668765
325.5,395,50.105296
326.5,395,50.49125
325.0,394,50.933858
321.5,396,51.38066
321.0,394,51.819196
324.0,394,52.203228
331.0,394,52.64405
332.5,394,53.093486
330.0,395,53.487446
333.0,395,53.943836
333.5,395,54.411682
334.0,395,54.849326
329.0,396,55.24029
