#{"t_start": 1693743329.469954, "env_id": null}
r,l,t
1070.0,1261,3.846319
1040.5,1255,5.197041
1070.0,1293,6.543803
1071.5,1282,7.777491
1093.0,1299,9.133834
1087.0,1299,10.465915
1093.0,1299,11.80529
1095.5,1298,13.071807
1124.5,1318,14.48394
1107.5,1304,15.821855
1119.5,1313,17.174068
1123.0,1312,18.454571
1115.0,1303,19.780463
1131.0,1307,21.118635
1148.0,1316,22.466089
1152.0,1316,23.777102
1150.0,1320,25.108341
1144.0,1311,26.486522
1166.0,1311,27.834322
1150.5,1315,29.123691
1155.0,1307,30.538765
1181.0,1322,31.946839
1180.5,1321,33.278073
1169.5,1322,34.637702
1175.0,1321,35.992437
1177.5,1325,37.35154
1187.5,1324,38.70232
1168.5,1319,39.969762
1172.5,1326,41.320935
1171.0,1330,42.690626
1172.5,1328,44.031638
1175.0,1330,45.318202
1190.5,1329,46.659024
1178.5,1330,48.019707
1194.5,1329,49.424743
1198.5,1328,50.707115
1194.0,1329,52.058908
1193.0,1329,53.395078
1200.0,1330,54.749401
1185.5,1328,56.035674
1203.0,1329,57.403534
1200.5,1325,58.670616
1190.5,1332,60.021682
1203.0,1335,61.300953
1212.0,1333,62.655025
1213.5,1334,64.033977
1207.0,1332,65.398944
1201.0,1331,66.714158
1216.5,1335,68.123241
1197.5,1333,69.499665
1197.0,1332,70.855531
1203.5,1333,72.17584
1210.5,1333,73.512629
1206.5,1333,74.88746
1193.5,1328,76.242509
1207.0,1330,77.488134
1193.0,1326,78.824485
1213.5,1329,80.18972
1207.5,1328,81.597685
1203.5,1329,82.93093
1208.5,1328,84.242492
1210.0,1328,85.610586
1208.0,1328,86.995777
1209.0,1330,88.362822
1211.0,1329,89.650219
1211.0,1332,91.013247
1210.0,1330,92.392124
1217.0,1332,93.746259
1214.5,1331,95.097753
1220.0,1328,96.486617
1215.5,1333,97.872267
1216.5,1332,99.235973
1218.0,1332,100.63719
1212.0,1331,101.993535
1214.0,1326,103.370662
1212.0,1333,104.770186
1224.5,1332,106.084394
1224.0,1330,107.44167
1226.5,1334,108.82256
1224.5,1335,110.19275
1226.0,1331,111.47958
1219.5,1334,112.861627
1212.5,1331,114.256954
1217.0,1333,115.599231
1212.5,1333,116.918475
1220.0,1331,118.27154
1205.5,1332,119.682248
1202.5,1331,121.048512
1210.5,1333,122.350705
1212.5,1330,123.703608
1213.5,1331,125.083651
1210.0,1331,126.465098
1210.0,1335,127.758165
1214.5,1329,129.107435
1220.0,1333,130.471693
1217.0,1331,131.83314
1209.0,1327,133.163355
1219.0,1333,134.479236
1219.5,1332,135.850058
1213.0,1331,137.193305
1218.0,1332,138.548676
1221.0,1331,139.856209
1224.0,1332,141.252714
1212.5,1332,142.619337
1219.0,1329,143.999575
1218.0,1331,145.33679
1220.5,1334,146.730643
1219.0,1330,148.09387
1228.0,1333,149.454241
1230.0,1333,150.760058
1236.5,1333,152.142114
1229.5,1334,153.481315
1224.5,1337,154.850602
1221.0,1337,156.157228
1228.0,1336,157.512566
1228.5,1338,158.903024
1230.0,1339,160.280503
1217.5,1338,161.591065
1224.5,1336,162.942733
