#{"t_start": 1693742864.06883, "env_id": null}
r,l,t
545.0,686,3.258758
556.0,690,4.029541
574.0,695,4.756629
574.0,697,5.454664
560.0,695,6.170829
577.0,699,6.908892
574.5,692,7.575404
583.0,697,8.324639
583.0,697,9.060808
577.5,701,9.784839
587.5,700,10.483827
591.5,701,11.222624
583.0,698,11.93668
578.0,702,12.60103
574.5,702,13.331852
588.5,705,14.065995
580.5,695,14.771109
597.0,696,15.450325
605.0,700,16.19715
603.5,693,16.907333
603.0,697,17.567993
609.0,697,18.332194
608.5,697,19.073116
601.5,700,19.756688
602.0,696,20.467106
601.0,704,21.188519
599.5,705,21.947446
599.0,707,22.667535
595.0,708,23.446388
598.5,705,24.196465
604.5,711,24.866674
604.0,706,25.593553
614.5,707,26.332527
608.5,707,27.081355
611.5,706,27.76453
609.0,710,28.529293
619.5,708,29.251166
616.5,706,29.92436
608.5,703,30.69446
632.5,708,31.48113
626.5,709,32.236186
624.0,707,32.901528
616.0,710,33.64978
614.0,708,34.391537
623.0,709,35.145492
625.0,710,35.844669
616.5,709,36.568402
614.0,709,37.30749
618.5,707,37.996496
622.0,709,38.761571
612.5,711,39.539232
625.5,712,40.298267
628.5,713,41.025179
626.5,711,41.807329
604.0,711,42.568824
616.5,711,43.270945
614.0,711,43.990176
622.0,709,44.741303
623.0,712,45.493388
630.5,713,46.20358
618.5,713,46.934507
614.5,711,47.692541
606.0,710,48.398592
610.0,711,49.145851
624.5,708,49.900891
626.5,710,50.664045
601.0,708,51.388132
597.5,710,52.148983
617.0,713,52.894114
623.5,712,53.622305
633.0,712,54.347553
621.0,710,55.138656
627.0,715,55.909235
618.0,713,56.597422
637.0,711,57.349334
624.5,710,58.113175
629.5,712,58.853231
634.0,710,59.559146
620.5,710,60.318893
622.5,714,61.047718
612.0,711,61.721014
621.5,711,62.466567
629.0,712,63.20077
623.5,709,63.927684
620.0,712,64.615986
643.0,709,65.356124
615.5,709,66.090002
618.0,711,66.837047
625.0,709,67.513089
635.0,710,68.236359
629.5,710,68.954373
625.5,711,69.648721
639.5,713,70.418852
628.5,710,71.169821
621.5,709,71.898872
631.0,709,72.552786
618.5,710,73.309532
638.0,709,74.028429
628.5,709,74.697665
640.5,711,75.466436
634.0,709,76.227473
631.5,709,76.973091
633.0,709,77.672222
644.5,707,78.418175
640.5,710,79.167046
639.5,710,79.878391
621.0,709,80.671417
644.5,709,81.48276
633.0,709,82.203559
632.0,710,82.876749
634.5,708,83.678491
637.0,710,84.531458
632.5,709,85.270495
635.0,708,85.948808
639.0,709,86.682129
629.0,710,87.420058
645.0,709,88.080945
643.5,712,88.844058
631.0,712,89.592676
640.5,711,90.337335
632.0,711,91.048439
641.0,711,91.829584
626.5,709,92.584316
622.0,710,93.286453
638.0,709,94.014165
617.5,709,94.75126
627.0,710,95.50796
636.5,710,96.181145
634.5,710,96.914184
618.5,709,97.640248
619.0,710,98.309151
634.0,713,99.076905
634.0,712,99.835491
627.0,709,100.590221
641.5,711,101.301291
634.5,712,102.075021
608.5,710,102.845126
634.0,710,103.62496
632.5,706,104.334136
626.0,710,105.115964
624.0,713,105.870908
640.5,711,106.588928
652.0,713,107.345651
639.5,713,108.090642
641.5,714,108.840856
619.0,711,109.573146
651.5,712,110.336181
646.5,713,111.098743
641.0,714,111.839819
645.5,712,112.581604
646.0,713,113.338469
642.0,713,114.068596
645.0,713,114.748802
634.0,710,115.5127
637.0,712,116.250061
642.0,712,117.009932
643.0,711,117.683213
641.0,711,118.425149
647.5,711,119.185572
626.5,709,119.904364
620.0,711,120.643044
639.0,710,121.415783
631.0,711,122.137511
641.5,711,122.825819
642.0,711,123.595646
649.0,710,124.324094
648.5,710,124.99354
645.0,711,125.735651
637.0,709,126.485474
639.0,712,127.214787
634.5,713,127.927008
636.0,711,128.679205
641.0,712,129.429079
640.5,711,130.101316
628.5,710,130.824345
632.0,712,131.579283
635.0,712,132.310312
633.5,710,133.038148
639.0,710,133.81115
635.5,711,134.556984
639.5,712,135.284771
631.5,713,136.007652
625.5,708,136.780655
624.5,711,137.536329
637.5,709,138.205267
629.0,710,138.941218
635.0,710,139.683192
637.5,708,140.415832
645.5,709,141.079171
642.0,711,141.844126
632.0,711,142.595883
632.5,709,143.271829
634.0,710,144.017983
629.5,711,144.769951
633.5,711,145.538747
635.0,713,146.227848
649.5,711,146.965788
638.0,711,147.725764
623.5,711,148.477518
637.0,712,149.146439
628.5,710,149.902719
633.0,710,150.642531
637.0,711,151.324705
647.0,712,152.064407
632.5,713,152.808346
632.5,711,153.567393
640.5,713,154.240056
635.0,711,154.985773
646.5,711,155.726752
633.5,709,156.400613
633.5,707,157.128473
636.0,709,157.873629
638.0,709,158.618607
624.0,712,159.295185
631.0,710,160.068003
625.5,708,160.843039
617.0,706,161.582488
635.5,705,162.320308
627.0,707,163.053181
641.0,707,163.802216
633.0,707,164.470741
642.5,708,165.19546
618.0,706,165.958379
650.0,707,166.666526
639.0,707,167.429365
642.0,709,168.16325
642.5,709,168.88532
635.0,707,169.559149
644.0,709,170.288071
648.0,709,171.048116
641.5,711,171.790112
640.0,710,172.466242
648.5,713,173.193497
635.5,712,173.937405
644.5,711,174.619659
638.5,711,175.345676
637.0,710,176.108519
642.5,711,176.83966
638.5,710,177.568484
637.5,709,178.299173
641.0,710,179.019958
628.5,707,179.71025
630.5,709,180.431849
642.5,710,181.157734
634.5,711,181.93859
637.0,710,182.615829
637.5,708,183.381783
