#{"t_start": 1693873078.3437257, "env_id": null}
r,l,t
64.5,91,1.968738
74.0,97,2.084428
55.0,84,2.177181
65.5,93,2.27093
65.0,84,2.355703
71.5,95,2.453442
66.5,96,2.542204
63.0,93,2.637949
71.5,94,2.730701
69.5,92,2.822455
67.5,89,2.913213
66.0,96,2.996988
61.5,83,3.073783
68.5,95,3.161548
62.5,86,3.263277
75.0,102,3.443795
70.0,96,3.595396
62.5,86,3.691133
67.5,100,3.784882
67.5,96,3.881624
73.0,101,3.978366
64.0,92,4.073112
65.0,87,4.157885
64.5,87,4.232685
67.5,95,4.32444
68.5,89,4.409213
66.5,89,4.489997
66.5,95,4.57477
69.0,94,4.685474
68.0,89,4.808148
65.5,88,4.900899
71.5,97,5.003625
66.0,94,5.090391
67.5,93,5.191123
65.5,87,5.276893
71.5,96,5.369646
70.5,93,5.463394
72.5,100,5.557155
69.5,96,5.659869
77.0,101,5.762595
71.0,97,5.861338
71.0,95,5.977022
68.5,92,6.058803
64.0,94,6.175492
61.0,89,6.302153
70.5,96,6.400888
68.0,95,6.484664
66.0,94,6.575423
63.0,89,6.674158
67.0,92,6.761923
67.5,94,6.842707
72.5,101,6.939054
61.5,92,7.035131
71.0,96,7.131872
67.0,90,7.221632
68.5,94,7.317376
71.5,94,7.406138
61.5,85,7.490912
72.0,101,7.587682
67.0,95,7.683398
69.0,94,7.785125
68.5,93,7.879872
67.5,96,7.970629
68.5,97,8.065377
65.5,92,8.155136
72.5,96,8.240906
66.5,90,8.324683
65.5,87,8.410454
67.0,90,8.49024
65.5,86,8.575014
72.5,93,8.66278
68.5,97,8.760517
66.0,97,8.855264
66.0,94,8.966967
71.0,98,9.088641
72.5,95,9.175409
64.5,95,9.266167
67.5,96,9.352933
73.5,100,9.456657
69.5,90,9.554396
66.0,97,9.662107
67.5,96,9.762838
65.5,84,9.846615
62.5,87,9.941361
71.0,95,10.032118
71.5,89,10.112902
70.0,95,10.226598
67.5,89,10.323341
69.0,97,10.427062
65.0,91,10.555719
64.0,93,10.683377
69.0,94,10.764165
66.5,87,10.874866
69.5,92,10.971607
65.5,91,11.083308
65.5,95,11.197004
70.0,102,11.317682
72.0,96,11.432375
62.0,91,11.536098
68.0,97,11.636828
70.0,92,11.733078
69.0,92,11.826828
62.5,89,11.908609
69.0,91,11.991388
70.0,96,12.087132
68.5,90,12.172903
65.0,90,12.262663
68.5,92,12.354417
60.5,89,12.441186
68.0,95,12.535931
66.5,87,12.621703
73.5,98,12.740386
67.0,92,12.838124
62.0,91,12.929878
67.5,99,13.028614
63.0,82,13.104413
66.0,92,13.188189
62.5,91,13.266978
63.0,88,13.352748
60.5,93,13.435527
59.5,82,13.515314
65.0,89,13.620034
69.5,99,13.716803
69.0,96,13.821522
68.0,92,13.920259
70.5,91,14.018967
63.0,84,14.110722
63.5,82,14.198488
66.5,89,14.294232
65.5,89,14.384989
66.5,90,14.467778
66.0,89,14.561517
64.5,85,14.640306
62.5,85,14.726076
63.5,86,14.809853
69.5,90,14.891634
71.5,94,14.980398
65.0,92,15.061181
66.0,90,15.151939
64.5,87,15.234717
75.0,100,15.337442
63.5,94,15.436179
65.5,87,15.514967
68.5,98,15.618691
68.0,86,15.698477
66.0,90,15.795218
57.5,86,15.907917
64.5,92,16.017624
69.5,89,16.107384
70.5,95,16.22507
69.0,94,16.315827
73.0,96,16.461437
68.0,91,16.547209
71.5,95,16.632979
70.5,95,16.741688
66.0,87,16.864361
74.5,100,17.001994
66.0,92,17.10771
73.0,96,17.231381
75.0,94,17.377988
62.0,85,17.506644
68.5,90,17.608373
65.0,92,17.711096
69.0,96,17.827784
66.0,87,17.942477
70.5,93,18.091081
68.0,91,18.279577
