#{"t_start": 1693326170.233182, "env_id": null}
r,l,t
43.382812,64,2.917201
43.226562,64,2.961083
42.820312,64,3.010951
44.257812,64,3.064836
39.539062,64,3.127649
40.664062,64,3.187479
43.695312,64,3.243329
45.257812,64,3.436812
40.789062,64,3.495655
48.320312,64,3.556492
41.632812,64,3.626305
43.414062,64,3.681158
44.226562,64,3.734017
42.695312,64,3.787874
41.820312,64,3.955452
42.257812,64,4.01327
37.820312,64,4.078097
43.570312,64,4.130956
42.882812,64,4.181827
40.851562,64,4.234678
40.695312,64,4.305537
40.570312,64,4.666523
41.695312,64,4.718385
42.289062,64,4.771244
42.101562,64,4.825109
40.070312,64,4.886935
46.789062,64,4.945777
38.445312,64,4.998636
43.195312,64,5.168183
45.539062,64,5.226028
40.101562,64,5.287891
43.664062,64,5.339725
45.757812,64,5.403554
44.414062,64,5.465427
43.757812,64,5.518247
37.882812,64,5.684801
43.757812,64,5.740652
47.632812,64,5.791517
42.570312,64,5.845372
43.101562,64,5.905261
41.414062,64,5.966049
42.101562,64,6.015916
39.007812,64,6.200423
45.601562,64,6.254279
44.570312,64,6.307165
40.945312,64,6.372962
42.039062,64,6.423826
41.445312,64,6.476684
44.351562,64,6.533532
38.382812,64,6.698092
40.820312,64,6.762919
40.195312,64,6.823756
45.695312,64,6.878609
44.632812,64,6.937464
39.789062,64,6.990311
45.164062,64,7.052147
41.382812,64,7.218717
45.539062,64,7.275548
39.445312,64,7.332397
44.132812,64,7.390242
43.257812,64,7.453074
44.664062,64,7.509925
40.476562,64,7.570759
39.976562,64,7.73133
48.226562,64,7.786212
41.320312,64,7.846023
38.007812,64,7.900876
48.414062,64,7.968696
45.851562,64,8.022552
48.320312,64,8.084386
42.976562,64,8.255927
44.882812,64,8.313773
43.039062,64,8.365651
40.945312,64,8.414503
43.382812,64,8.471351
42.664062,64,8.536179
43.570312,64,8.586048
42.039062,64,8.743623
42.476562,64,8.797479
41.695312,64,8.858316
43.382812,64,8.922146
43.070312,64,8.982984
47.007812,64,9.037867
40.070312,64,9.093687
44.695312,64,9.251266
43.226562,64,9.308114
40.226562,64,9.373938
42.726562,64,9.432781
42.226562,64,9.498605
45.539062,64,9.565457
42.945312,64,9.626264
44.601562,64,9.788829
43.445312,64,9.845677
41.039062,64,9.90452
44.695312,64,9.972338
44.757812,64,10.044146
41.257812,64,10.129917
39.039062,64,10.180781
45.507812,64,10.341352
42.507812,64,10.391218
40.664062,64,10.458082
40.851562,64,10.513915
41.632812,64,10.566749
41.507812,64,10.620605
42.726562,64,10.684434
38.414062,64,10.847
37.539062,64,10.895869
42.195312,64,10.949725
40.820312,64,10.997597
45.820312,64,11.044471
43.382812,64,11.104311
44.382812,64,11.153181
41.789062,64,11.30677
42.070312,64,11.360627
43.507812,64,11.41548
46.007812,64,11.477314
47.507812,64,11.530173
43.976562,64,11.585027
42.351562,64,11.631901
44.757812,64,11.811421
45.882812,64,11.867272
40.664062,64,11.914146
38.476562,64,11.977976
42.570312,64,12.03283
40.382812,64,12.087682
45.945312,64,12.139544
43.257812,64,12.309091
41.882812,64,12.359982
45.101562,64,12.409821
42.539062,64,12.469662
45.507812,64,12.529501
41.351562,64,12.585352
42.882812,64,12.640206
44.632812,64,12.816733
41.195312,64,12.880563
42.976562,64,12.935416
43.101562,64,12.988274
38.132812,64,13.04213
40.726562,64,13.089005
45.476562,64,13.146851
42.507812,64,13.322381
40.882812,64,13.372248
44.070312,64,13.438072
45.007812,64,13.48395
43.945312,64,13.534813
40.164062,64,13.596648
43.507812,64,13.64452
41.320312,64,13.803097
44.851562,64,13.86194
42.476562,64,13.917789
42.632812,64,13.974638
38.726562,64,14.033481
43.007812,64,14.098321
45.945312,64,14.149171
40.820312,64,14.305753
45.601562,64,14.3626
41.476562,64,14.413465
44.789062,64,14.470312
42.976562,64,14.527161
41.039062,64,14.579022
45.226562,64,14.639859
42.664062,64,14.800431
43.789062,64,14.850297
48.695312,64,14.904174
42.289062,64,14.960003
44.414062,64,15.019843
40.539062,64,15.078686
41.007812,64,15.134537
44.570312,64,15.302088
43.101562,64,15.360931
41.789062,64,15.421768
43.007812,64,15.472633
45.382812,64,15.524494
41.882812,64,15.575358
42.039062,64,15.631209
42.320312,64,15.810728
41.882812,64,15.867577
44.726562,64,15.920436
46.726562,64,15.977284
41.070312,64,16.036153
43.414062,64,16.11292
39.664062,64,16.160792
43.476562,64,16.330339
43.414062,64,16.386191
42.851562,64,16.444035
40.414062,64,16.506867
41.976562,64,16.573689
49.226562,64,16.637519
42.257812,64,16.694366
44.195312,64,16.867903
41.914062,64,16.924751
41.976562,64,16.980601
41.539062,64,17.031465
43.320312,64,17.086319
44.195312,64,17.141217
41.882812,64,17.203006
39.101562,64,17.368564
40.132812,64,17.429401
44.757812,64,17.482259
41.414062,64,17.540105
45.882812,64,17.608921
43.382812,64,17.670756
42.195312,64,17.720649
44.757812,64,17.880196
41.726562,64,17.935049
45.695312,64,18.002867
43.695312,64,18.059716
38.914062,64,18.116565
41.507812,64,18.172415
46.914062,64,18.236244
40.320312,64,18.40978
43.351562,64,18.463636
40.882812,64,18.517497
40.070312,64,18.581322
39.851562,64,18.633183
40.539062,64,18.69402
46.007812,64,18.745881
40.726562,64,18.901466
42.164062,64,18.955322
43.320312,64,19.009177
43.570312,64,19.068021
47.726562,64,19.121876
45.414062,64,19.169747
44.164062,64,19.218617
42.132812,64,19.383177
46.851562,64,19.43803
45.664062,64,19.490889
41.914062,64,19.537764
45.289062,64,19.587631
39.757812,64,19.645476
44.789062,64,19.708308
40.476562,64,19.873866
44.132812,64,19.931711
37.757812,64,20.003519
39.289062,64,20.073333
41.914062,64,20.136164
41.476562,64,20.187028
42.257812,64,20.236894
40.289062,64,20.390484
41.070312,64,20.44833
42.382812,64,20.513167
46.664062,64,20.582008
39.570312,64,20.636825
46.351562,64,20.686692
41.164062,64,20.741572
40.007812,64,20.9081
43.976562,64,20.963951
40.664062,64,21.016809
43.414062,64,21.071663
40.007812,64,21.133498
40.164062,64,21.187353
36.539062,64,21.234228
44.664062,64,21.391807
41.914062,64,21.440676
42.070312,64,21.497524
43.601562,64,21.559359
39.601562,64,21.607237
44.007812,64,21.660089
43.695312,64,21.710953
47.132812,64,21.878505
42.820312,64,21.946332
39.632812,64,22.001195
39.507812,64,22.047055
43.351562,64,22.109963
44.695312,64,22.159754
39.882812,64,22.217599
46.945312,64,22.367199
43.445312,64,22.416068
41.570312,64,22.462943
43.851562,64,22.515802
44.945312,64,22.569658
40.289062,64,22.622516
38.601562,64,22.671386
42.007812,64,22.838941
42.007812,64,22.904762
43.726562,64,22.969602
41.726562,64,23.031423
39.664062,64,23.084282
40.007812,64,23.145119
39.664062,64,23.198975
38.195312,64,23.369519
42.945312,64,23.419386
39.789062,64,23.473242
40.226562,64,23.533082
42.007812,64,23.579957
44.382812,64,23.636804
41.445312,64,23.694651
45.101562,64,23.846245
44.382812,64,23.897109
47.632812,64,23.94897
43.195312,64,24.007812
46.789062,64,24.056682
44.445312,64,24.120541
40.476562,64,24.183343
50.132812,64,24.349899
38.382812,64,24.414724
43.601562,64,24.463597
44.507812,64,24.513462
43.257812,64,24.579285
42.101562,64,24.640122
42.945312,64,24.69697
40.632812,64,24.871504
45.445312,64,24.935372
41.320312,64,24.993178
38.320312,64,25.043064
42.726562,64,25.117855
35.820312,64,25.169707
45.257812,64,25.222565
45.101562,64,25.391115
42.914062,64,25.446966
44.414062,64,25.5088
45.414062,64,25.565648
43.164062,64,25.616512
40.507812,64,25.680363
41.007812,64,25.733217
41.914062,64,25.895774
40.632812,64,25.947626
43.132812,64,26.001482
37.414062,64,26.055338
39.320312,64,26.115179
41.882812,64,26.17801
38.007812,64,26.233861
44.007812,64,26.403408
44.757812,64,26.452277
42.539062,64,26.503141
38.039062,64,26.561984
41.570312,64,26.612848
42.539062,64,26.663712
43.726562,64,26.712581
43.195312,64,26.887154
43.476562,64,26.950984
42.757812,64,27.025753
44.976562,64,27.082592
44.664062,64,27.140438
42.164062,64,27.19133
40.539062,64,27.254134
43.664062,64,27.422683
44.195312,64,27.474545
44.414062,64,27.536379
38.601562,64,27.589247
