#{"t_start": 1693395887.821015, "env_id": null}
r,l,t
50.438564,55,2.937855
50.147649,55,2.988207
50.37824,55,3.030093
50.176576,55,3.070894
50.38836,55,3.127666
50.35732,55,3.175539
50.076749,55,3.558577
50.209189,55,3.609442
50.373211,55,3.678477
50.327342,55,3.72237
50.50953,55,3.771315
50.157446,55,3.811209
50.281236,55,3.859082
50.174332,55,4.225102
50.294316,55,4.268642
50.337886,55,4.313314
50.343721,55,4.368166
50.220089,55,4.428007
50.473409,55,4.489867
50.113302,55,4.537726
50.121256,55,4.913203
50.272641,55,4.965238
50.223398,55,5.015161
50.390298,55,5.055706
50.283503,55,5.102103
50.422878,55,5.152824
50.354911,55,5.201655
50.256608,55,5.546339
50.292327,55,5.593217
50.214521,55,5.639064
50.328111,55,5.688887
50.323497,55,5.734392
50.381501,55,5.781733
50.243717,55,6.120826
50.170848,55,6.190639
50.123704,55,6.245503
50.375735,55,6.302341
50.308306,55,6.341237
50.163459,55,6.379136
50.424114,55,6.416037
50.116826,55,6.774119
50.356883,55,6.820111
50.44626,55,6.867247
50.300439,55,6.907333
50.171534,55,6.952905
50.29535,55,7.006155
50.135257,55,7.055866
50.379873,55,7.418867
50.221577,55,7.469701
50.32219,55,7.522364
50.310582,55,7.571267
50.020795,55,7.634065
50.101172,55,7.685067
50.33686,55,7.741091
50.359047,55,8.087166
50.262046,55,8.128486
50.280211,55,8.1783
50.52355,55,8.22242
50.318235,55,8.265104
50.144299,55,8.305385
50.240091,55,8.639532
50.332782,55,8.686083
50.365486,55,8.737944
50.341687,55,8.796844
50.274824,55,8.845714
50.334144,55,8.908546
50.309018,55,8.954424
50.300434,55,9.301496
50.464675,55,9.349367
50.463913,55,9.39923
50.019308,55,9.444104
50.198236,55,9.483028
50.20217,55,9.52788
50.138877,55,9.572127
50.395905,55,9.90731
50.416658,55,9.947977
50.349107,55,10.002703
50.240082,55,10.047601
50.200243,55,10.106425
50.216929,55,10.147316
50.243678,55,10.200109
50.34004,55,10.551896
50.412259,55,10.606729
50.228322,55,10.664503
50.330719,55,10.714373
50.230724,55,10.76324
50.252663,55,10.818093
50.49647,55,11.173143
50.368096,55,11.229061
50.216822,55,11.294878
50.27958,55,11.350764
50.192217,55,11.401573
50.05223,55,11.447087
50.194774,55,11.48997
50.242303,55,11.84205
50.344134,55,11.881952
50.281134,55,11.925805
50.310469,55,11.985941
50.321323,55,12.030821
50.12553,55,12.081476
50.341215,55,12.129084
50.318351,55,12.485133
50.477614,55,12.529016
50.332114,55,12.579728
50.315563,55,12.637587
50.333877,55,12.690248
