#{"t_start": 1693729907.3458452, "env_id": null}
r,l,t
734.5,1150,3.871538
650.0,971,4.930227
528.0,861,5.852304
528.5,861,6.712301
525.5,861,7.586964
578.0,864,8.471382
526.0,862,9.358997
526.5,862,10.231968
525.5,860,11.072603
525.5,861,11.919098
526.5,863,12.745668
612.5,898,13.585472
797.0,1118,14.625565
805.5,1123,15.698705
814.0,1128,16.777009
817.5,1136,17.849067
817.5,1136,18.912965
817.5,1136,19.991076
817.5,1136,21.076517
817.5,1136,22.202663
817.5,1136,23.277569
817.5,1136,24.488008
817.5,1136,25.649042
817.5,1136,26.853919
817.5,1136,27.984624
817.5,1136,29.063095
817.5,1136,30.121763
817.5,1136,31.311394
817.5,1136,32.426568
817.5,1136,33.563189
817.5,1136,34.617154
817.5,1136,35.653278
817.5,1136,36.721734
817.5,1136,37.934232
817.5,1136,39.357363
817.5,1136,40.459124
817.5,1136,41.528219
817.5,1136,42.634912
817.5,1136,43.74786
817.5,1136,44.811588
817.5,1136,46.104085
817.5,1136,47.248435
817.5,1136,48.363648
684.5,953,49.315709
750.0,1056,50.263794
844.5,1142,51.355778
854.5,1161,52.489907
860.5,1158,53.593223
862.0,1165,54.690808
870.0,1167,55.771062
857.0,1175,56.929359
901.5,1230,58.113141
974.5,1299,59.387628
969.5,1273,60.619259
974.0,1285,61.869375
985.5,1299,63.190918
745.0,1034,64.172116
945.0,1253,65.37899
961.5,1285,66.566527
970.5,1315,67.843039
990.0,1325,69.154164
952.5,1309,70.433465
981.0,1305,71.745742
990.0,1301,73.047628
990.0,1310,74.342218
1007.5,1283,75.659077
1007.0,1287,76.890604
959.0,1287,78.19266
1011.5,1316,79.551236
995.5,1300,80.8155
1016.0,1301,82.02132
997.0,1300,83.282195
993.0,1301,84.552811
1001.0,1307,85.851902
993.5,1298,87.18033
997.0,1305,88.468702
994.0,1328,89.769799
941.5,1329,91.006352
991.0,1305,92.286781
1002.5,1303,93.573199
945.5,1266,94.822849
812.0,1089,95.863559
986.0,1281,97.155267
1011.5,1321,98.436403
998.5,1340,99.792243
1015.0,1333,101.127641
1007.5,1318,102.38712
982.5,1312,103.662531
987.5,1306,104.917796
988.5,1333,106.198294
969.0,1294,107.415732
986.5,1315,108.761499
983.5,1325,110.154998
986.5,1337,111.424549
1000.5,1334,112.766484
992.0,1322,114.116988
962.0,1329,115.449413
987.0,1325,116.718903
961.5,1334,117.936984
968.5,1250,119.081362
974.5,1285,120.326351
995.5,1320,121.518969
992.5,1313,122.798701
983.0,1313,124.053939
958.5,1328,125.258461
975.0,1323,126.533456
1016.5,1324,127.815393
972.5,1294,129.040287
1007.5,1324,130.303405
994.0,1304,131.542813
1007.0,1332,132.781594
1026.5,1334,134.040989
1002.5,1308,135.294423
986.5,1311,136.508882
1007.5,1312,137.781301
970.5,1327,139.027175
947.0,1327,140.302387
991.5,1330,141.536869
1016.0,1326,142.984735
985.5,1325,144.551115
938.5,1289,145.947925
959.0,1313,147.185318
929.5,1308,148.428197
957.0,1304,149.64407
938.5,1309,150.894952
969.0,1317,152.154745
942.5,1313,153.41066
950.0,1258,154.61229
974.5,1320,155.935877
953.0,1295,157.197899
954.5,1310,158.472269
962.5,1311,159.723858
868.0,1161,160.809022
934.0,1259,161.983861
860.5,1136,163.039786
993.0,1292,164.263585
970.0,1286,165.503914
943.5,1306,166.759881
938.0,1307,167.995862
949.5,1308,169.20309
950.0,1307,170.406925
955.5,1308,171.618008
998.5,1308,172.815489
960.5,1311,174.041085
958.5,1309,175.226612
962.5,1307,176.461656
931.5,1303,177.665348
953.5,1317,178.90508
954.0,1294,180.12227
1033.5,1330,181.553566
1042.5,1329,182.886242
972.0,1305,184.12821
947.5,1307,185.411026
945.5,1311,186.667261
972.0,1308,187.984522
968.5,1310,189.215336
944.0,1307,190.484902
962.0,1303,191.747995
956.0,1290,193.038649
945.0,1287,195.206472
963.5,1295,197.062485
974.5,1286,199.452234
936.5,1277,200.695955
