timestamp,mode,algo,model_name,episodes,steps,cycle_id,training_time,testing_time,winsize,test_cases,failed_test_cases, apfd, nrpa, random_apfd, optimal_apfd
05/09/2023 08:20:11,pairwise,ACER,pairwise_ACER_0_66,200,6400,919d3ec4adbaf64cb6b7e9f40f82432b2159d510,9747.454,1447.049,10,27,0,0,0.7499278499278499,0,0
05/09/2023 08:20:51,pairwise,ACER,pairwise_ACER_0_67,200,31076,bdf8e5c049a7f6bbe706c6d35bff55a79bba1e65,37032.467,1473.062,10,9,0,0,0.8947368421052632,0,0
05/09/2023 08:21:03,pairwise,ACER,pairwise_ACER_0_68,200,7505,00530c91c80b6b926beb5b6f9c11127403407543,10172.07,1205.593,10,30,0,0,0.7530407191961925,0,0
05/09/2023 08:21:48,pairwise,ACER,pairwise_ACER_0_84,200,35441,1e2151c26bccea33125da79e7c616c2c55edc855,42529.01,1130.004,10,8,0,0,0.803921568627451,0,0
05/09/2023 08:22:00,pairwise,ACER,pairwise_ACER_0_87,200,6400,fb78cbb077f6b0b6405ab0c7d74c7c3cce29bf9b,9548.038,1490.682,10,8,0,0,0.8137254901960784,0,0
05/09/2023 08:22:13,pairwise,ACER,pairwise_ACER_0_88,200,6400,453c56cff0dbbc0ecefaa7f20b8df6d11d6d12ec,10276.346,1323.607,10,14,0,0,0.7527093596059113,0,0
05/09/2023 08:22:35,pairwise,ACER,pairwise_ACER_0_106,200,13460,d66b439c93f7d370d42b21b0d9b86446919880a8,20217.66,1170.308,10,18,0,0,0.8117591275486012,0,0
05/09/2023 08:23:03,pairwise,ACER,pairwise_ACER_0_109,200,18611,759b3707f3f4a1e5eedbce479dccb0ec70237656,25204.53,1504.63,10,31,0,0,0.7237903225806451,0,0
05/09/2023 08:23:52,pairwise,ACER,pairwise_ACER_0_110,200,36916,e23e8e1df17a81b42073334a80fb896c67704522,46528.286,1310.496,10,20,0,0,0.6547038327526132,0,0
05/09/2023 08:24:24,pairwise,ACER,pairwise_ACER_0_111,200,21287,b0083b6f74be80bcf7b8bba77ad1dc56688a152f,29122.493,1257.8220000000001,10,19,0,0,0.6591093117408907,0,0
05/09/2023 08:24:54,pairwise,ACER,pairwise_ACER_0_112,200,19942,f282e951f122c9d4a8d65d92cab1949a98da786c,27466.488,1266.98,10,17,0,0,0.7243697478991596,0,0
05/09/2023 08:25:29,pairwise,ACER,pairwise_ACER_0_117,200,17297,7c622a0022c15d145decebe7bb9a6c8055b4557c,31547.318,1498.5819999999999,10,9,0,0,0.7614035087719299,0,0
05/09/2023 08:25:49,pairwise,ACER,pairwise_ACER_0_118,200,7505,8f868d0c53820812f0298e53ee60c0cdddfbf8b2,17184.376,1254.121,10,10,0,0,0.8441558441558441,0,0
05/09/2023 08:26:09,pairwise,ACER,pairwise_ACER_0_119,200,8643,5819f2dbf638dd4befb1803e0e99dfe48a84f73d,17891.638,1348.583,10,21,0,0,0.7082452431289641,0,0
05/09/2023 08:26:49,pairwise,ACER,pairwise_ACER_0_121,200,22647,778eb5418ac6627e67ffd69252d45f8f9fb2284a,37319.738,1452.301,10,12,0,0,0.7723076923076924,0,0
05/09/2023 08:27:15,pairwise,ACER,pairwise_ACER_0_122,200,11003,622088ba07b5b9452b73e2b2867549540e431732,22646.472,1496.348,10,6,0,0,0.7802197802197802,0,0
05/09/2023 08:27:33,pairwise,ACER,pairwise_ACER_0_123,200,4301,0a7bbe29d8ecc70ecb84c7f515ffc2e9394b0a75,15726.664,1616.717,10,36,0,0,0.7881031716648155,0,0
05/09/2023 08:28:39,pairwise,ACER,pairwise_ACER_0_124,200,44423,5cd45cca92b4ba31d55f2e5d28aacf2a5d3fca22,63059.834,1333.895,10,36,0,0,0.7242379365667037,0,0
05/09/2023 08:29:40,pairwise,ACER,pairwise_ACER_0_125,200,44423,1ade8d502aacc1ab023cd01e751ace895cd753a1,57988.433,1183.188,10,36,0,0,0.7462051092188079,0,0
05/09/2023 08:30:39,pairwise,ACER,pairwise_ACER_0_126,200,44423,3f41cf1609fae7c8848beb0655bcf67132c7a277,57365.581,1126.58,10,9,0,0,0.8,0,0
05/09/2023 08:31:00,pairwise,ACER,pairwise_ACER_0_129,200,7505,3976e6d39ec139267175324f6ebbabb9b2ecb619,18170.897,1285.645,10,9,0,0,0.8280701754385965,0,0
05/09/2023 08:31:22,pairwise,ACER,pairwise_ACER_0_135,200,7505,0ce2d936f62bcc4da337b14b350a5f6576c3cc5a,19765.883,1508.826,10,6,0,0,0.7692307692307693,0,0
05/09/2023 08:31:44,pairwise,ACER,pairwise_ACER_0_136,200,4301,7fd22ec3420a9d79b6b7dcf9af3ca1d9b0b16478,19310.944,1264.225,10,7,0,0,0.8,0,0
05/09/2023 08:32:05,pairwise,ACER,pairwise_ACER_0_137,200,5330,63c51caac73a4e9059750c3146e3b028e44d1bb4,18466.904,1376.603,10,6,0,0,0.7362637362637363,0,0
05/09/2023 08:32:25,pairwise,ACER,pairwise_ACER_0_139,200,4301,03d62b63f1d8c6551d59893fd3f5dc1add6d3132,17236.304,1222.213,10,41,0,0,0.7353175769279208,0,0
05/09/2023 08:33:36,pairwise,ACER,pairwise_ACER_0_140,200,52131,30773983a39fc48638af556d4edf492642468f28,68971.738,1124.615,10,7,0,0,0.7928571428571428,0,0
05/09/2023 08:33:57,pairwise,ACER,pairwise_ACER_0_143,200,5330,188e25d4796370edbf3d07501f4a9676cfa2a5ca,18325.989,1537.488,10,9,0,0,0.6385964912280702,0,0
05/09/2023 08:34:20,pairwise,ACER,pairwise_ACER_0_144,200,7505,618ef8f477e2e5f5d85e129133613bfe82423b0c,20534.638,1136.959,10,8,0,0,0.7352941176470589,0,0
05/09/2023 08:34:44,pairwise,ACER,pairwise_ACER_0_145,200,6400,e4bded91eef4c3b7065d608a70e7a361c36ccb32,21821.612,1222.741,10,37,0,0,0.7662019914651493,0,0
05/09/2023 08:35:49,pairwise,ACER,pairwise_ACER_0_146,200,45949,b66d41a25fe44847c828bfb188d60cba98117568,62599.902,1191.311,10,43,0,0,0.7653276955602537,0,0
05/09/2023 08:37:07,pairwise,ACER,pairwise_ACER_0_148,200,55265,288e3d9372af54555a152b8dd827ca211015d1d8,75947.878,1182.083,10,19,0,0,0.7157894736842105,0,0
05/09/2023 08:37:47,pairwise,ACER,pairwise_ACER_0_149,200,19942,d2c0d2a2327e9ddf887b119fadbe5a5366f67e36,37431.354,1160.344,10,6,0,0,0.7802197802197802,0,0
05/09/2023 08:38:09,pairwise,ACER,pairwise_ACER_0_151,200,4301,536ede39c1bd58ae4aa6138103746b94164287ee,19525.379,1488.807,10,6,0,0,0.7912087912087912,0,0
05/09/2023 08:38:33,pairwise,ACER,pairwise_ACER_0_152,200,4301,555b2b5788eb8d7a131cb6d02bdf10f4da6355b2,21727.016,1243.526,10,18,0,0,0.752963489805595,0,0
05/09/2023 08:39:11,pairwise,ACER,pairwise_ACER_0_158,200,18611,a2dce9c960f04e62f77e4d086181f557aa72b244,35480.729,1118.407,10,9,0,0,0.7964912280701755,0,0
05/09/2023 08:39:38,pairwise,ACER,pairwise_ACER_0_160,200,7505,0cc4b1777cf14855de2591840ca430e26977bac4,24109.217,1145.7350000000001,10,23,0,0,0.740286771507863,0,0
05/09/2023 08:40:25,pairwise,ACER,pairwise_ACER_0_162,200,25408,53db3193cd593e83621da7204477baa9df1f1c57,45123.139,1183.6779999999999,10,22,0,0,0.7573122529644268,0,0
05/09/2023 08:41:11,pairwise,ACER,pairwise_ACER_0_163,200,24021,09f58fbc8956b05aec9cdc7ce9d153639917f24d,43403.393,1126.24,10,6,0,0,0.7692307692307693,0,0
05/09/2023 08:41:34,pairwise,ACER,pairwise_ACER_0_164,200,4301,36dfa194e6155bbaf8d468403cc3982aceeda3b1,21327.841,1241.474,10,14,0,0,0.8266009852216749,0,0
05/09/2023 08:42:08,pairwise,ACER,pairwise_ACER_0_166,200,13460,7f7bc85528d7ec75b5c5c49b0bb3f83dc99653d9,31383.832,1116.682,10,9,0,0,0.887719298245614,0,0
05/09/2023 08:42:36,pairwise,ACER,pairwise_ACER_0_171,200,7505,b29483fc494c5b5cbf2c347685af6ab9a233e43f,25453.764,1114.176,10,8,0,0,0.8725490196078431,0,0
05/09/2023 08:43:02,pairwise,ACER,pairwise_ACER_0_172,200,6400,17a88b3a7558387d75d27e22771993a45969944f,24645.658,1123.028,10,8,0,0,0.7745098039215687,0,0
05/09/2023 08:43:30,pairwise,ACER,pairwise_ACER_0_173,200,6400,dd86760dce1d09cf7b223db77d9470326b566366,24907.212,1126.329,10,8,0,0,0.8921568627450981,0,0
05/09/2023 08:43:57,pairwise,ACER,pairwise_ACER_0_175,200,6400,19478daf74e7a8a33c8705dc742cbc86a27ea91d,25126.09,1130.72,10,8,0,0,0.803921568627451,0,0
05/09/2023 08:44:25,pairwise,ACER,pairwise_ACER_0_179,200,6400,0dedfd955d332edb9c265f45e9819461bcdd0979,25588.332,1157.753,10,22,0,0,0.7865612648221344,0,0
05/09/2023 08:45:13,pairwise,ACER,pairwise_ACER_0_180,200,24021,0951540e669bc5b0f332bd821a269d409c9fa6bb,45784.33,1257.342,10,8,0,0,0.8284313725490197,0,0
05/09/2023 08:45:41,pairwise,ACER,pairwise_ACER_0_184,200,6400,a078eee32106eb0c24527b7dcd4b045bd8e6cc0a,26004.334,1181.17,10,38,0,0,0.7858983122141017,0,0
05/09/2023 08:46:55,pairwise,ACER,pairwise_ACER_0_187,200,47484,982ece6cf0e165bab50586020cf845d20e0a68f0,71173.862,1154.273,10,29,0,0,0.7780245470485097,0,0
05/09/2023 08:47:53,pairwise,ACER,pairwise_ACER_0_189,200,33976,28e7813133a8de8ded191fb6e010123a8e087cd9,56551.098,1222.193,10,8,0,0,0.8431372549019608,0,0
05/09/2023 08:48:23,pairwise,ACER,pairwise_ACER_0_192,200,6400,fc393f7bdf6c971cb0dcd977d3015ad5ce524149,27291.13,1137.684,10,8,0,0,0.7303921568627451,0,0
05/09/2023 08:48:53,pairwise,ACER,pairwise_ACER_0_193,200,6400,07639a36fa0cec75b4d513b27bbefbedb9fc46d1,27783.827,1133.953,10,9,0,0,0.8210526315789474,0,0
